code_commune,nom_commune,code_departement,annee,scenario_nombre_votants,modele_nombre_votants,prediction_nombre_votants_2032,scenario_taux_participation,modele_taux_participation,prediction_taux_participation_2032
01103,CHEVRY,01,2032,covid_pondere,Random forest,770.07,covid_pondere,Random forest,59.85
01104,CHÉZERY-FORENS,01,2032,covid_pondere,Random forest,194.11,covid_pondere,Random forest,43.74
01105,CIVRIEUX,01,2032,covid_pondere,Random forest,657.96,covid_pondere,Random forest,39.52
01106,CIZE,01,2032,covid_pondere,Random forest,73.04,covid_pondere,Random forest,49.22
01107,CLEYZIEU,01,2032,covid_pondere,Random forest,83.5,covid_pondere,Random forest,66.64
01108,COLIGNY,01,2032,covid_pondere,Random forest,490.45,covid_pondere,Random forest,46.93
01109,COLLONGES,01,2032,covid_pondere,Random forest,966.22,covid_pondere,Random forest,75.8
01110,COLOMIEU,01,2032,covid_pondere,Random forest,71.99,covid_pondere,Random forest,57.35
01111,CONAND,01,2032,covid_pondere,Random forest,64.23,covid_pondere,Random forest,48.95
01112,CONDAMINE,01,2032,covid_pondere,Random forest,172.42,covid_pondere,Random forest,54.98
01113,CONDEISSIAT,01,2032,covid_pondere,Random forest,321.79,covid_pondere,Random forest,51.18
01114,CONFORT,01,2032,covid_pondere,Random forest,215.64,covid_pondere,Random forest,51.83
01115,CONFRANÇON,01,2032,covid_pondere,Random forest,408.5,covid_pondere,Random forest,37.01
01116,CONTREVOZ,01,2032,covid_pondere,Random forest,184.88,covid_pondere,Random forest,31.42
01117,CONZIEU,01,2032,covid_pondere,Random forest,92.32,covid_pondere,Random forest,68.43
01118,CORBONOD,01,2032,covid_pondere,Random forest,597.1,covid_pondere,Random forest,67.53
01121,CORLIER,01,2032,covid_pondere,Random forest,65.85,covid_pondere,Random forest,75.6
01123,CORMORANCHE-SUR-SAÔNE,01,2032,covid_pondere,Random forest,465.64,covid_pondere,Random forest,38.87
01124,CORMOZ,01,2032,covid_pondere,Random forest,223.17,covid_pondere,Random forest,38.18
01125,CORVEISSIAT,01,2032,covid_pondere,Random forest,319.77,covid_pondere,Random forest,68.87
01127,COURMANGOUX,01,2032,covid_pondere,Random forest,237.82,covid_pondere,Random forest,56.63
01128,COURTES,01,2032,covid_pondere,Random forest,121.86,covid_pondere,Random forest,55.45
01129,CRANS,01,2032,covid_pondere,Random forest,156.55,covid_pondere,Random forest,67.45
01130,BRESSE VALLONS,01,2032,covid_pondere,Random forest,918.12,covid_pondere,Random forest,48.46
01133,CRESSIN-ROCHEFORT,01,2032,covid_pondere,Random forest,220.12,covid_pondere,Random forest,71.15
01134,CROTTET,01,2032,covid_pondere,Random forest,669.71,covid_pondere,Random forest,45.91
