code_commune,annee,population,taux_chomage,revenu_median,taux_criminalite
02020,2026,455.0,11.0022615781226,19930.0,0.0
02021,2026,84.0,13.5135135135135,21550.0,0.0
02022,2026,403.0,8.00188701570646,20810.0,0.0
02023,2026,102.0,14.2857142857143,21910.0,0.0
02024,2026,51.0,4.54545454545455,21550.0,0.0
02025,2026,367.0,9.42179203344261,22360.0,0.0
02027,2026,214.0,10.5769230769231,18780.0,0.0
02028,2026,2606.0,10.7488188320959,21760.0,3.5989
02029,2026,354.0,10.7904612001638,23260.0,0.0
02030,2026,257.0,7.33922934290249,19130.0,0.0
02031,2026,661.0,10.2910962468928,17450.0,0.0
02032,2026,253.0,17.0731707317073,18880.0,0.0
02033,2026,104.0,6.0,22730.0,0.0
02034,2026,121.0,22.6415094339623,20000.0,0.0
02035,2026,280.0,16.7031883509797,17650.0,0.0
02036,2026,72.0,16.2162162162162,21550.0,0.0
02037,2026,1386.0,15.1662061112672,21000.0,0.0
02038,2026,59.0,25.0,21550.0,0.0
02039,2026,173.0,27.859173954679,19730.0,0.0
02040,2026,180.0,14.7727272727273,19470.0,0.0
02041,2026,807.0,7.23059326416549,22060.0,0.0
02042,2026,384.0,11.1764705882353,22600.0,0.0
02043,2026,65.0,6.89655172413793,21550.0,0.0
02044,2026,25.0,0.0,21550.0,0.0
02046,2026,557.0,8.32105177718327,21470.0,0.0
02047,2026,108.0,6.25,22450.0,0.0
02048,2026,133.0,6.94444444444444,19620.0,0.0
02049,2026,739.0,9.73008447529244,22260.0,0.0
02050,2026,323.0,10.4841428308657,19010.0,0.0
02051,2026,391.0,11.0488433181073,25470.0,0.0
02052,2026,135.0,5.55555555555556,20650.0,0.0
02053,2026,571.0,6.16176663010868,25300.0,0.0
02054,2026,461.0,7.08497632251758,21960.0,1.938
02055,2026,88.0,21.6216216216216,21550.0,0.0
02056,2026,179.0,7.4468085106383,20920.0,0.0
02057,2026,1406.0,16.0456531859423,18060.0,0.0
02058,2026,856.0,15.2461864331912,19940.0,1.5743
02059,2026,2714.0,24.7212823769242,16680.0,5.3313
02060,2026,257.0,8.63429422986945,21410.0,0.0
02061,2026,246.0,13.7186639113779,18380.0,0.0
02062,2026,137.0,0.0,24030.0,0.0
02063,2026,378.0,11.7570040736197,20640.0,0.0
02064,2026,3832.0,14.3456962911127,19650.0,4.8846
02065,2026,600.0,14.8854961832061,19990.0,0.0
02066,2026,196.0,10.126582278481,21930.0,0.0
02067,2026,210.0,12.0879120879121,21380.0,0.0
02068,2026,88.0,9.52380952380953,21550.0,0.0
02069,2026,105.0,21.0526315789474,17770.0,0.0
02070,2026,445.0,15.4949582028972,19890.0,0.0
02071,2026,658.0,9.11949685534591,22220.0,0.0
02072,2026,186.0,12.7659574468085,23710.0,0.0
02073,2026,670.0,8.28571428571428,21690.0,0.0
02074,2026,593.0,12.3616288587998,20830.0,0.0
02075,2026,195.0,7.36842105263157,23340.0,0.0
02076,2026,152.0,1.04166666666667,25330.0,0.0
02078,2026,163.0,22.6666666666667,19160.0,0.0
02079,2026,149.0,6.25,18980.0,0.0
02080,2026,333.0,13.7195769626419,26150.0,0.0
02081,2026,434.0,9.31268814798251,22120.0,0.0
02082,2026,110.0,8.95522388059701,23710.0,0.0
02083,2026,750.0,6.04154236505137,22380.0,0.0
02084,2026,257.0,10.5156578082296,22650.0,0.0
02085,2026,1015.0,10.5688127330403,22730.0,0.0
02086,2026,1006.0,11.8811287076469,21330.0,1.3619
02087,2026,34.0,17.6470588235294,21550.0,0.0
02088,2026,92.0,6.25,21550.0,0.0
02089,2026,1148.0,8.16462236116223,21050.0,0.7375
02090,2026,207.0,7.60869565217391,21930.0,0.0
02091,2026,95.0,2.22222222222222,21550.0,0.0
02093,2026,1298.0,17.0145737740848,19220.0,2.4096
02094,2026,464.0,4.81235787394212,24500.0,0.0
02095,2026,5686.0,31.5412157290114,15180.0,4.5307
02096,2026,197.0,10.752688172043,21650.0,0.0
02097,2026,256.0,9.16666666666667,18570.0,0.0
02098,2026,379.0,8.77438508202933,25560.0,0.0
02099,2026,221.0,9.91735537190083,23170.0,0.0
02100,2026,138.0,13.6363636363636,19050.0,0.0
02101,2026,192.0,5.88235294117647,20740.0,0.0
02102,2026,191.0,12.987012987013,21780.0,0.0
02103,2026,1339.0,13.0890052356021,19130.0,1.9011
02104,2026,99.0,6.12244897959184,24920.0,0.0
02105,2026,196.0,15.9090909090909,22380.0,0.0
02106,2026,810.0,14.0817590475299,18750.0,0.0
02107,2026,107.0,33.3333333333333,21550.0,0.0
02108,2026,159.0,3.94736842105263,23590.0,0.0
02109,2026,475.0,13.5879542688027,20430.0,0.0
02110,2026,2235.0,17.5134802599046,19260.0,4.4484
02111,2026,721.0,13.4596378066329,21340.0,0.0
02112,2026,553.0,12.3333333333333,21190.0,0.0
02114,2026,1563.0,15.5448089015941,22070.0,3.3557
