code_commune,nom_commune,2020,2026,variation_absolue,variation_relative_pct
02583,PANCY-COURTECON,85.37,78.43,-6.939999999999998,-8.13
35015,BALAZÉ,58.98,52.04,-6.939999999999998,-11.77
56253,TRÉAL,60.89,53.95,-6.939999999999998,-11.4
33196,GUILLAC,61.97,55.03,-6.939999999999998,-11.2
15049,CHEYLADE,78.48,71.55,-6.930000000000007,-8.83
21528,LA ROCHE-VANNEAU,69.09,62.16,-6.930000000000007,-10.03
37088,COUZIERS,85.42,78.49,-6.930000000000007,-8.11
25099,BUGNY,75.76,68.83,-6.930000000000007,-9.15
31353,MONÈS,60.66,53.73,-6.93,-11.42
65102,BOUILH-DEVANT,80.0,73.08,-6.920000000000002,-8.65
64120,BEYRIE-SUR-JOYEUSE,72.68,65.76,-6.920000000000002,-9.52
26257,PUYGIRON,58.99,52.07,-6.920000000000002,-11.73
68288,RUEDERBACH,70.73,63.81,-6.920000000000002,-9.78
63273,PÉRIGNAT-SUR-ALLIER,61.0,54.08,-6.920000000000002,-11.34
43027,BERBEZIT,90.0,83.08,-6.920000000000002,-7.69
32211,LIAS-D'ARMAGNAC,74.66,67.74,-6.920000000000002,-9.27
60539,RIEUX,53.8,46.88,-6.919999999999995,-12.86
70125,CHAMPVANS,63.16,56.25,-6.909999999999997,-10.94
32450,TOURDUN,82.95,76.04,-6.909999999999997,-8.33
21385,MAREY-SUR-TILLE,62.04,55.13,-6.909999999999997,-11.14
07114,LABATIE-D'ANDAURE,80.0,73.1,-6.900000000000006,-8.63
11100,CORBIÈRES,100.0,93.1,-6.900000000000006,-6.9
66045,CATLLAR,61.77,54.87,-6.900000000000006,-11.17
42197,SAINTE-AGATHE-LA-BOUTERESSE,52.95,46.05,-6.900000000000006,-13.03
67231,KAUFFENHEIM,59.17,52.27,-6.899999999999999,-11.66
24571,VERGT,63.32,56.42,-6.899999999999999,-10.9
51598,VAUCLERC,60.36,53.46,-6.899999999999999,-11.43
39335,MOISSEY,63.68,56.78,-6.899999999999999,-10.84
70527,VAUX-LE-MONCELOT,68.66,61.76,-6.899999999999999,-10.05
82014,BEAUPUY,54.73,47.83,-6.899999999999999,-12.61
57133,CHÂTEAU-VOUÉ,67.82,60.92,-6.8999999999999915,-10.17
28071,CHAMPROND-EN-GÂTINE,54.92,48.03,-6.890000000000001,-12.55
21403,MÉNESSAIRE,71.6,64.71,-6.890000000000001,-9.62
57725,VITTERSBOURG,67.98,61.09,-6.890000000000001,-10.14
10117,CRESPY-LE-NEUF,69.39,62.5,-6.890000000000001,-9.93
05048,L'EPINE,71.79,64.9,-6.890000000000001,-9.6
59056,BEAUCAMPS-LIGNY,67.07,60.18,-6.8899999999999935,-10.27
19163,LE PESCHER,82.23,75.35,-6.88000000000001,-8.37
22284,SAINT-CONNAN,74.77,67.89,-6.8799999999999955,-9.2
80032,ASSAINVILLERS,93.55,86.67,-6.8799999999999955,-7.35
25589,VAUCLUSOTTE,78.31,71.43,-6.8799999999999955,-8.79
57127,CHANVILLE,64.6,57.72,-6.8799999999999955,-10.65
51053,BERZIEUX,76.36,69.49,-6.8700000000000045,-9.0
52107,CHANTRAINES,82.19,75.32,-6.8700000000000045,-8.36
17467,VERVANT,58.1,51.23,-6.8700000000000045,-11.82
25001,ABBANS-DESSOUS,62.43,55.56,-6.869999999999997,-11.0
07285,SAINT-PIERRE-SUR-DOUX,65.91,59.04,-6.869999999999997,-10.42
51148,CHEPPES-LA-PRAIRIE,67.14,60.27,-6.869999999999997,-10.23
38172,FOUR,61.09,54.23,-6.8600000000000065,-11.23
67299,MOLLKIRCH,62.35,55.49,-6.859999999999999,-11.0
16041,BESSAC,64.0,57.14,-6.859999999999999,-10.72
05099,OZE,77.27,70.41,-6.859999999999999,-8.88
62681,QUIESTÈDE,75.24,68.38,-6.859999999999999,-9.12
57513,NOUSSEVILLER-LÈS-BITCHE,70.63,63.77,-6.859999999999992,-9.71
42052,CHARLIEU,48.77,41.92,-6.850000000000001,-14.05
09111,ENGOMER,64.59,57.74,-6.850000000000001,-10.61
11110,COUSTOUGE,66.67,59.82,-6.850000000000001,-10.27
38090,CHÂTEAU-BERNARD,62.74,55.89,-6.850000000000001,-10.92
25142,CHAUX-NEUVE,57.08,50.23,-6.850000000000001,-12.0
16144,FOUQUEURE,60.63,53.78,-6.850000000000001,-11.3
50495,SAINT-JEAN-DU-CORAIL-DES-BOIS,67.19,60.34,-6.849999999999994,-10.19
62075,BAINCTHUN,66.19,59.34,-6.849999999999994,-10.35
10130,DOSNON,71.91,65.06,-6.849999999999994,-9.53
65167,ESPIEILH,84.62,77.78,-6.840000000000003,-8.08
24326,PEYZAC-LE-MOUSTIER,74.86,68.02,-6.840000000000003,-9.14
64338,LESPOURCY,75.97,69.13,-6.840000000000003,-9.0
27517,SAINT-AUBIN-SUR-GAILLON,59.92,53.08,-6.840000000000003,-11.42
62018,AIX-EN-ISSART,80.75,73.91,-6.840000000000003,-8.47
66044,CASTELNOU,73.29,66.45,-6.840000000000003,-9.33
22216,PLOUGONVER,77.94,71.1,-6.840000000000003,-8.78
11292,LA POMARÈDE,70.73,63.89,-6.840000000000003,-9.67
67536,WINDSTEIN,64.97,58.13,-6.839999999999996,-10.53
88136,DOGNEVILLE,61.16,54.32,-6.839999999999996,-11.18
05038,CHÂTEAU-VILLE-VIEILLE,69.79,62.96,-6.830000000000005,-9.79
27584,SAINT-PAUL-DE-FOURQUES,55.12,48.29,-6.829999999999998,-12.39
25171,COURCELLES,69.33,62.5,-6.829999999999998,-9.85
62594,MORY,75.97,69.14,-6.829999999999998,-8.99
05169,SORBIERS,88.46,81.63,-6.829999999999998,-7.72
12091,DRULHE,81.89,75.07,-6.820000000000007,-8.33
01106,CIZE,62.76,55.94,-6.82,-10.87
80616,PARGNY,64.14,57.32,-6.82,-10.63
63241,MONTPEYROUX,74.06,67.25,-6.810000000000002,-9.2
87174,SAINT-PAUL,72.12,65.31,-6.810000000000002,-9.44
88303,MIDREVAUX,73.89,67.08,-6.810000000000002,-9.22
38240,MOISSIEU-SUR-DOLON,57.17,50.36,-6.810000000000002,-11.91
67442,SCHARRACHBERGHEIM-IRMSTETT,64.59,57.78,-6.810000000000002,-10.54
62561,MARTINPUICH,78.81,72.0,-6.810000000000002,-8.64
70138,CHASSEY-LÈS-SCEY,62.24,55.43,-6.810000000000002,-10.94
10335,SAINT-BENOIST-SUR-VANNE,64.52,57.71,-6.809999999999995,-10.55
12016,AUZITS,64.44,57.63,-6.809999999999995,-10.57
18060,CHAUMONT,89.74,82.93,-6.809999999999988,-7.59
88015,ATTIGNÉVILLE,77.71,70.9,-6.809999999999988,-8.76
77247,LESCHEROLLES,53.13,46.33,-6.800000000000004,-12.8
62859,VILLERS-L'HÔPITAL,69.12,62.32,-6.800000000000004,-9.84
50352,MONTREUIL-SUR-LOZON,55.46,48.66,-6.800000000000004,-12.26
51639,LA VILLE-SOUS-ORBAIS,64.58,57.78,-6.799999999999997,-10.53
34212,POUJOLS,70.5,63.7,-6.799999999999997,-9.65
38391,SAINT-GUILLAUME,72.78,65.98,-6.799999999999997,-9.34
14248,ESPINS,74.58,67.78,-6.799999999999997,-9.12
47292,SAUVETERRE-LA-LÉMANCE,76.32,69.52,-6.799999999999997,-8.91
50296,MAUPERTUS-SUR-MER,73.0,66.2,-6.799999999999997,-9.32
84009,LA BASTIDE-DES-JOURDANS,61.75,54.95,-6.799999999999997,-11.01
31474,SAINT-CHRISTAUD,75.0,68.21,-6.790000000000006,-9.05
51046,BEINE-NAUROY,60.53,53.74,-6.789999999999999,-11.22
37051,CHAMPIGNY-SUR-VEUDE,63.15,56.36,-6.789999999999999,-10.75
70268,GÉZIER-ET-FONTENELAY,65.41,58.62,-6.789999999999999,-10.38
29102,LANDELEAU,62.79,56.01,-6.780000000000001,-10.8
10419,VILLEMOYENNE,56.95,50.17,-6.780000000000001,-11.91
39538,UXELLES,80.85,74.07,-6.780000000000001,-8.39
65231,IZAUX,79.33,72.55,-6.780000000000001,-8.55
63257,OLBY,71.55,64.77,-6.780000000000001,-9.48
57505,NIDERVILLER,52.23,45.45,-6.779999999999994,-12.98
80458,LAHOUSSOYE,63.04,56.27,-6.769999999999996,-10.74
16083,CHARMÉ,66.42,59.66,-6.760000000000005,-10.18
2B361,ZILIA,77.47,70.71,-6.760000000000005,-8.73
24151,DOISSAT,77.45,70.69,-6.760000000000005,-8.73
74131,FRANGY,53.86,47.1,-6.759999999999998,-12.55
90029,CRAVANCHE,51.18,44.42,-6.759999999999998,-13.21
70396,ORICOURT,90.63,83.87,-6.759999999999991,-7.46
21421,MOLOY,73.77,67.01,-6.759999999999991,-9.16
47123,LACAPELLE-BIRON,67.68,60.93,-6.750000000000007,-9.97
60533,RESSONS-SUR-MATZ,58.49,51.74,-6.75,-11.54
62725,ROYON,85.05,78.3,-6.75,-7.94
47286,SAUMÉJAN,71.59,64.84,-6.75,-9.43
65404,SARIAC-MAGNOAC,75.0,68.25,-6.75,-9.0
03089,COUTANSOUZE,71.55,64.8,-6.75,-9.43
02447,MAAST-ET-VIOLAINE,59.62,52.87,-6.75,-11.32
03073,CHEMILLY,66.31,59.57,-6.740000000000002,-10.16
43007,ARAULES,66.84,60.1,-6.740000000000002,-10.08
91463,ONCY-SUR-ECOLE,59.7,52.96,-6.740000000000002,-11.29
01105,CIVRIEUX,52.98,46.24,-6.739999999999995,-12.72
88510,VILLOTTE,64.63,57.89,-6.739999999999995,-10.43
60546,ROSIÈRES,61.62,54.88,-6.739999999999995,-10.94
34195,PÉGAIROLLES-DE-BUÈGES,78.57,71.83,-6.739999999999995,-8.58
89216,LAINSECQ,70.75,64.02,-6.730000000000004,-9.51
21631,THOMIREY,68.09,61.36,-6.730000000000004,-9.88
51317,LAVAL-SUR-TOURBE,83.33,76.6,-6.730000000000004,-8.08
28382,TERMINIERS,56.18,49.45,-6.729999999999997,-11.98
38330,QUINCIEU,74.29,67.57,-6.720000000000013,-9.05
32393,SAINT-MAUR,71.43,64.71,-6.720000000000013,-9.41
13052,MAILLANE,60.07,53.35,-6.719999999999999,-11.19
65321,MONTIGNAC,75.47,68.75,-6.719999999999999,-8.9
21514,QUEMIGNY-SUR-SEINE,65.05,58.33,-6.719999999999999,-10.33
89022,ATHIE,83.08,76.36,-6.719999999999999,-8.09
21241,ECHEVRONNE,69.64,62.92,-6.719999999999999,-9.65
68323,STEINBRUNN-LE-BAS,62.65,55.94,-6.710000000000001,-10.71
06122,SAINT-JEANNET,48.81,42.1,-6.710000000000001,-13.75
08354,RAUCOURT-ET-FLABA,63.01,56.3,-6.710000000000001,-10.65
80329,FORCEVILLE,64.06,57.35,-6.710000000000001,-10.47
19233,SAINT-PARDOUX-LE-VIEUX,71.49,64.78,-6.709999999999994,-9.39
50078,BRETTEVILLE-SUR-AY,72.61,65.9,-6.709999999999994,-9.24
71164,CURTIL-SOUS-BURNAND,73.11,66.4,-6.709999999999994,-9.18
12037,BROQUIÈS,79.72,73.01,-6.709999999999994,-8.42
88366,RAINVILLE,72.73,66.03,-6.700000000000003,-9.21
01209,LÉAZ,48.53,41.83,-6.700000000000003,-13.81
79285,SAINT-PARDOUX-SOUTIERS,57.57,50.87,-6.700000000000003,-11.64
85078,DAMVIX,66.01,59.31,-6.700000000000003,-10.15
34054,CASSAGNOLES,56.7,50.0,-6.700000000000003,-11.82
57081,BIDESTROFF,64.22,57.52,-6.699999999999996,-10.43
52506,VAUDRÉMONT,59.26,52.56,-6.699999999999996,-11.31
02219,COUCY-LA-VILLE,62.6,55.91,-6.690000000000005,-10.69
10131,DROUPT-SAINT-BASLE,56.52,49.83,-6.690000000000005,-11.84
68163,KEMBS,37.32,30.63,-6.690000000000001,-17.93
21420,MOLINOT,64.86,58.17,-6.689999999999998,-10.31
15124,MENET,72.86,66.17,-6.689999999999998,-9.18
79197,OROUX,70.33,63.64,-6.689999999999998,-9.51
15146,PAILHEROLS,81.37,74.68,-6.689999999999998,-8.22
71555,VARENNES-LE-GRAND,57.21,50.52,-6.689999999999998,-11.69
51144,CHEMINON,61.33,54.65,-6.68,-10.89
51386,MORSAINS,60.17,53.49,-6.68,-11.1
64462,RAMOUS,76.49,69.82,-6.670000000000002,-8.72
33083,CAMARSAC,61.72,55.05,-6.670000000000002,-10.81
33408,SAINT-GENÈS-DE-LOMBAUD,70.93,64.26,-6.670000000000002,-9.4
08016,AOUSTE,72.08,65.41,-6.670000000000002,-9.25
16403,LE VIEUX-CÉRIER,58.43,51.76,-6.670000000000002,-11.42
89474,VILLIERS-VINEUX,52.56,45.89,-6.670000000000002,-12.69
80438,HEUDICOURT,70.03,63.36,-6.670000000000002,-9.52
27442,NOTRE-DAME-DU-HAMEL,64.86,58.19,-6.670000000000002,-10.28
65453,TROUBAT,66.67,60.0,-6.670000000000002,-10.0
55245,HEUDICOURT-SOUS-LES-CÔTES,70.0,63.33,-6.670000000000002,-9.53
80528,MÉRÉAUCOURT,100.0,93.33,-6.670000000000002,-6.67
60136,CEMPUIS,73.15,66.49,-6.660000000000011,-9.1
27162,COLLANDRES-QUINCARNON,73.49,66.83,-6.659999999999997,-9.06
70001,ABELCOURT,69.05,62.39,-6.659999999999997,-9.65
58050,CHALLEMENT,75.41,68.75,-6.659999999999997,-8.83
18018,AVORD,51.62,44.96,-6.659999999999997,-12.9
34235,ROSIS,83.64,76.98,-6.659999999999997,-7.96
22322,SAINT-PÉVER,70.47,63.81,-6.659999999999997,-9.45
04026,BELLAFFAIRE,73.97,67.31,-6.659999999999997,-9.0
36040,LA CHAPELLE-ORTHEMALE,73.33,66.67,-6.659999999999997,-9.08
28414,VILLEBON,83.33,76.67,-6.659999999999997,-7.99
82028,CANALS,67.87,61.22,-6.650000000000006,-9.8
42133,MARCENOD,65.18,58.53,-6.650000000000006,-10.2
18004,ALLOGNY,53.84,47.19,-6.650000000000006,-12.35
57121,BURTONCOURT,68.68,62.03,-6.650000000000006,-9.68
34026,BEAUFORT,70.67,64.02,-6.650000000000006,-9.41
89430,VARENNES,58.55,51.9,-6.649999999999999,-11.36
63137,DORANGES,69.61,62.96,-6.649999999999999,-9.55
52025,AUDELONCOURT,80.88,74.24,-6.640000000000001,-8.21
30035,BELVÉZET,75.91,69.27,-6.640000000000001,-8.75
25612,VIEILLEY,55.16,48.52,-6.6399999999999935,-12.04
65166,ESPÈCHE,78.57,71.93,-6.639999999999986,-8.45
64277,ISTURITS,77.51,70.88,-6.63000000000001,-8.55
27051,BEAUMONT-LE-ROGER,53.61,46.98,-6.630000000000003,-12.37
10039,BERGÈRES,65.45,58.82,-6.630000000000003,-10.13
57310,HELLERING-LÈS-FÉNÉTRANGE,65.68,59.06,-6.6200000000000045,-10.08
49140,FONTEVRAUD-L'ABBAYE,57.52,50.9,-6.6200000000000045,-11.51
91064,BIÈVRES,56.56,49.94,-6.6200000000000045,-11.7
14531,RAPILLY,94.12,87.5,-6.6200000000000045,-7.03
31297,LÉVIGNAC,54.87,48.25,-6.619999999999997,-12.06
51403,NOGENT-L'ABBESSE,50.58,43.96,-6.619999999999997,-13.09
11360,SAINT-NAZAIRE-D'AUDE,53.76,47.14,-6.619999999999997,-12.31
31059,BELBÈZE-EN-COMMINGES,69.23,62.62,-6.6100000000000065,-9.55
51620,VIENNE-LA-VILLE,64.83,58.22,-6.609999999999999,-10.2
72248,PRUILLÉ-L'EGUILLÉ,57.88,51.27,-6.609999999999999,-11.42
28034,BERCHÈRES-SAINT-GERMAIN,51.31,44.7,-6.609999999999999,-12.88
14063,BERNESQ,62.73,56.12,-6.609999999999999,-10.54
28235,MARCHEZAIS,50.95,44.34,-6.609999999999999,-12.97
85115,LA JAUDONNIÈRE,56.6,50.0,-6.600000000000001,-11.66
54360,MÉNIL-LA-TOUR,54.67,48.07,-6.600000000000001,-12.07
34046,CAMBON-ET-SALVERGUES,77.11,70.51,-6.599999999999994,-8.56
10403,VERNONVILLIERS,62.16,55.56,-6.599999999999994,-10.62
61158,FAVEROLLES,70.41,63.81,-6.599999999999994,-9.37
54168,DOMMARTIN-SOUS-AMANCE,58.91,52.31,-6.599999999999994,-11.2
08358,REMILLY-LES-POTHÉES,63.44,56.84,-6.599999999999994,-10.4
02488,MOLAIN,66.96,60.36,-6.599999999999994,-9.86
32308,PÉBÉES,62.16,55.56,-6.599999999999994,-10.62
02745,TOULIS-ET-ATTENCOURT,70.79,64.2,-6.590000000000003,-9.31
60644,TRIE-CHÂTEAU,53.27,46.68,-6.590000000000003,-12.37
32070,CAHUZAC-SUR-ADOUR,67.81,61.22,-6.590000000000003,-9.72
38054,BOUVESSE-QUIRIEU,52.26,45.67,-6.589999999999996,-12.61
67147,FROESCHWILLER,60.23,53.64,-6.589999999999996,-10.94
23220,SAINT-MÉDARD-LA-ROCHETTE,66.27,59.68,-6.589999999999996,-9.94
21145,CHARIGNY,82.35,75.76,-6.589999999999989,-8.0
64050,ARRAST-LARREBIEU,85.23,78.65,-6.579999999999998,-7.72
02107,BOURGUIGNON-SOUS-COUCY,60.0,53.42,-6.579999999999998,-10.97
52275,LAVERNOY,79.71,73.13,-6.579999999999998,-8.25
65144,CHEUST,85.23,78.65,-6.579999999999998,-7.72
21571,SAINT-SAUVEUR,66.46,59.88,-6.579999999999991,-9.9
40264,SAINT-JEAN-DE-MARSACQ,67.26,60.69,-6.570000000000007,-9.77
70459,SAINT-BARTHÉLEMY,65.87,59.3,-6.570000000000007,-9.97
55045,BELRUPT-EN-VERDUNOIS,63.08,56.51,-6.57,-10.42
59330,LANDAS,58.75,52.18,-6.57,-11.18
41286,VILLEPORCHER,64.71,58.14,-6.569999999999993,-10.15
41296,VOUZON,56.66,50.09,-6.569999999999993,-11.6
55267,LACHAUSSÉE,74.75,68.18,-6.569999999999993,-8.79
71152,CRESSY-SUR-SOMME,74.07,67.5,-6.569999999999993,-8.87
70170,CONTRÉGLISE,76.19,69.62,-6.569999999999993,-8.62
60261,FRESNOY-LE-LUAT,54.74,48.18,-6.560000000000002,-11.98
18240,SANCERGUES,56.07,49.51,-6.560000000000002,-11.7
26335,SALLES-SOUS-BOIS,78.31,71.75,-6.560000000000002,-8.38
25051,BELLEHERBE,57.11,50.55,-6.560000000000002,-11.49
65429,SOMBRUN,66.11,59.55,-6.560000000000002,-9.92
14533,REPENTIGNY,67.05,60.49,-6.559999999999995,-9.78
41049,CHÉMERY,62.71,56.16,-6.550000000000004,-10.44
51008,AMBRIÈRES,60.31,53.76,-6.550000000000004,-10.86
74129,LA FORCLAZ,77.6,71.05,-6.549999999999997,-8.44
88219,GREUX,65.25,58.7,-6.549999999999997,-10.04
91195,DANNEMOIS,51.01,44.46,-6.549999999999997,-12.84
26101,COMPS,62.41,55.86,-6.549999999999997,-10.5
10057,BOUY-SUR-ORVIN,76.32,69.77,-6.549999999999997,-8.58
40242,RIMBEZ-ET-BAUDIETS,80.52,73.97,-6.549999999999997,-8.13
63104,LA CHAULME,69.23,62.69,-6.540000000000006,-9.45
05155,SAINT-PIERRE-AVEZ,88.89,82.35,-6.540000000000006,-7.36
52372,OUTREMÉCOURT,76.54,70.0,-6.540000000000006,-8.54
57700,VAUDRECHING,58.18,51.64,-6.539999999999999,-11.24
73087,COGNIN,48.78,42.24,-6.539999999999999,-13.41
03024,BERT,64.04,57.51,-6.530000000000008,-10.2
21367,MAGNY-MONTARLOT,62.78,56.25,-6.530000000000001,-10.4
31592,LARRA,59.53,53.0,-6.530000000000001,-10.97
61244,MAHÉRU,55.65,49.12,-6.530000000000001,-11.73
55193,FORGES-SUR-MEUSE,73.2,66.67,-6.530000000000001,-8.92
64375,MÉHARIN,84.26,77.73,-6.530000000000001,-7.75
09085,CASTILLON-EN-COUSERANS,64.55,58.02,-6.529999999999994,-10.12
52033,AVRECOURT,71.9,65.38,-6.52000000000001,-9.07
24282,MONSAGUEL,72.93,66.41,-6.52000000000001,-8.94
15074,GIOU-DE-MAMOU,68.92,62.4,-6.520000000000003,-9.46
21491,POISEUL-LÈS-SAULX,70.31,63.79,-6.520000000000003,-9.27
41284,VILLENEUVE-FROUVILLE,65.45,58.93,-6.520000000000003,-9.96
47009,ANDIRAN,78.67,72.15,-6.519999999999996,-8.29
67300,MOLSHEIM,54.22,47.7,-6.519999999999996,-12.03
15022,BONNAC,80.0,73.49,-6.510000000000005,-8.14
11274,PAULIGNE,73.31,66.8,-6.510000000000005,-8.88
40297,LE SEN,66.84,60.33,-6.510000000000005,-9.74
11294,POMY,72.22,65.71,-6.510000000000005,-9.01
59638,WANNEHAIN,56.85,50.34,-6.509999999999998,-11.45
60370,LORMAISON,61.78,55.27,-6.509999999999998,-10.54
38276,NIVOLAS-VERMELLE,45.8,39.29,-6.509999999999998,-14.21
51127,LA CHAPELLE-LASSON,78.82,72.31,-6.509999999999991,-8.26
39094,CHAMOLE,79.37,72.87,-6.5,-8.19
34035,LA BOISSIÈRE,61.87,55.37,-6.5,-10.51
51118,CHAMPIGNY,47.66,41.16,-6.5,-13.64
56024,BRÉHAN,66.16,59.66,-6.5,-9.82
52065,BOUZANCOURT,72.13,65.63,-6.5,-9.01
08273,MARBY,89.55,83.05,-6.5,-7.26
52355,NOIDANT-LE-ROCHEUX,56.86,50.36,-6.5,-11.43
14240,EPANEY,67.21,60.71,-6.499999999999993,-9.67
26051,BÉZAUDUN-SUR-BÎNE,82.76,76.27,-6.490000000000009,-7.84
47229,SAINT-ASTIER,66.67,60.18,-6.490000000000002,-9.73
11278,PECH-LUNA,68.25,61.76,-6.490000000000002,-9.51
56120,LOCQUELTAS,62.73,56.24,-6.489999999999995,-10.35
54211,FRÉMONVILLE,71.52,65.03,-6.489999999999995,-9.07
18109,HENRICHEMONT,59.58,53.09,-6.489999999999995,-10.89
71493,SAISY,68.17,61.69,-6.480000000000004,-9.51
63162,FOURNOLS,70.45,63.97,-6.480000000000004,-9.2
32192,LANNUX,80.75,74.27,-6.480000000000004,-8.02
02490,MONAMPTEUIL,75.0,68.52,-6.480000000000004,-8.64
60372,LUCHY,62.85,56.37,-6.480000000000004,-10.31
59633,WALLERS-EN-FAGNE,64.61,58.13,-6.479999999999997,-10.03
31494,SAINT-LAURENT,63.33,56.85,-6.479999999999997,-10.23
12287,VAILHOURLES,69.47,62.99,-6.479999999999997,-9.33
62374,GOMIÉCOURT,74.79,68.32,-6.470000000000013,-8.65
63398,SAINT-SAUVEUR-LA-SAGNE,67.29,60.82,-6.470000000000006,-9.62
71172,DETTEY,59.34,52.87,-6.470000000000006,-10.9
62286,ECQUEDECQUES,68.16,61.69,-6.469999999999999,-9.49
08155,ETALLE,55.91,49.44,-6.469999999999999,-11.57
64083,AUTEVIELLE-SAINT-MARTIN-BIDEREN,72.22,65.75,-6.469999999999999,-8.96
58034,BLISMES,68.87,62.41,-6.460000000000008,-9.38
50225,LE GUISLAIN,55.84,49.38,-6.460000000000001,-11.57
69061,COGNY,54.19,47.73,-6.460000000000001,-11.92
09192,MIGLOS,75.32,68.86,-6.459999999999994,-8.58
77142,CRÉCY-LA-CHAPELLE,45.23,38.77,-6.459999999999994,-14.28
54236,GRAND-FAILLY,53.41,46.95,-6.459999999999994,-12.1
25066,BLUSSANGEAUX,70.83,64.38,-6.450000000000003,-9.11
18015,AUBIGNY-SUR-NÈRE,52.95,46.5,-6.450000000000003,-12.18
54219,GELLENONCOURT,81.03,74.58,-6.450000000000003,-7.96
31355,MONS,60.21,53.76,-6.450000000000003,-10.71
25141,CHAUX-LÈS-PASSAVANT,66.67,60.22,-6.450000000000003,-9.67
80737,SOREL,58.2,51.75,-6.450000000000003,-11.08
89202,IRANCY,61.4,54.95,-6.449999999999996,-10.5
21467,OISILLY,60.16,53.72,-6.439999999999998,-10.7
68353,WAHLBACH,57.71,51.27,-6.439999999999998,-11.16
59246,FOREST-EN-CAMBRÉSIS,74.1,67.66,-6.439999999999998,-8.69
12093,LE FEL,74.34,67.9,-6.439999999999998,-8.66
42145,MONTAGNY,59.18,52.74,-6.439999999999998,-10.88
79225,REFFANNES,61.83,55.4,-6.43,-10.4
51534,SERZY-ET-PRIN,58.33,51.9,-6.43,-11.02
36241,VILLEDIEU-SUR-INDRE,68.83,62.4,-6.43,-9.34
63033,BEAUMONT-LÈS-RANDAN,70.36,63.93,-6.43,-9.14
86152,MAUPRÉVOIR,68.55,62.12,-6.43,-9.38
60092,BOULLARRE,61.04,54.61,-6.43,-10.53
08320,LA NEUVILLE-EN-TOURNE-À-FUY,58.67,52.25,-6.420000000000002,-10.94
24464,SAINT-MESMIN,79.22,72.8,-6.420000000000002,-8.1
11078,CASTELRENG,75.45,69.03,-6.420000000000002,-8.51
05003,AIGUILLES,64.83,58.41,-6.420000000000002,-9.9
72379,VIRÉ-EN-CHAMPAGNE,52.15,45.73,-6.420000000000002,-12.31
52522,VIÉVILLE,65.05,58.63,-6.419999999999995,-9.87
52213,GENEVRIÈRES,73.98,67.57,-6.410000000000011,-8.66
08274,MARCQ,65.93,59.52,-6.410000000000004,-9.72
26159,LAVAL-D'AIX,78.41,72.0,-6.409999999999997,-8.17
86230,SAINT-LÉOMER,66.41,60.0,-6.409999999999997,-9.65
67097,DINGSHEIM,61.9,55.49,-6.409999999999997,-10.36
25070,BOLANDOZ,78.98,72.58,-6.400000000000006,-8.1
63166,GIGNAT,68.66,62.26,-6.399999999999999,-9.32
21533,ROUVRES-SOUS-MEILLY,78.16,71.76,-6.3999999999999915,-8.19
71498,SANTILLY,66.1,59.7,-6.3999999999999915,-9.68
11195,LAURABUC,58.14,51.75,-6.390000000000001,-10.99
63170,LA GOUTELLE,77.03,70.64,-6.390000000000001,-8.3
60135,CAUVIGNY,61.45,55.06,-6.390000000000001,-10.4
57395,LESSE,69.28,62.89,-6.390000000000001,-9.22
25630,VOIRES,79.41,73.02,-6.390000000000001,-8.05
82017,BESSENS,61.48,55.09,-6.3899999999999935,-10.39
19015,AYEN,70.21,63.82,-6.3899999999999935,-9.1
57174,DESTRY,68.75,62.37,-6.380000000000003,-9.28
14277,FONTENAY-LE-MARMION,55.15,48.77,-6.3799999999999955,-11.57
59076,BETTIGNIES,72.57,66.19,-6.3799999999999955,-8.79
19077,ESTIVALS,72.17,65.79,-6.3799999999999955,-8.84
36163,POULIGNY-NOTRE-DAME,65.27,58.89,-6.3799999999999955,-9.77
36122,MEUNET-SUR-VATAN,74.67,68.29,-6.3799999999999955,-8.54
70038,AUTHOISON,69.83,63.45,-6.3799999999999955,-9.14
53015,LA BACONNIÈRE,55.88,49.51,-6.3700000000000045,-11.4
62404,HALLOY,70.83,64.46,-6.3700000000000045,-8.99
57235,FREISTROFF,76.14,69.77,-6.3700000000000045,-8.37
63223,MENAT,74.42,68.05,-6.3700000000000045,-8.56
68064,CHALAMPÉ,57.64,51.27,-6.369999999999997,-11.05
32129,ESTRAMIAC,71.55,65.18,-6.36999999999999,-8.9
17085,CHAMPDOLENT,62.05,55.69,-6.359999999999999,-10.25
38285,ORNON,67.5,61.14,-6.359999999999999,-9.42
62797,SIRACOURT,82.83,76.47,-6.359999999999999,-7.68
28053,LE BOULLAY-LES-DEUX-EGLISES,67.2,60.84,-6.359999999999999,-9.46
19102,LAMAZIÈRE-BASSE,73.28,66.92,-6.359999999999999,-8.68
30179,MONTFRIN,57.96,51.6,-6.359999999999999,-10.97
09205,MONTFA,53.42,47.06,-6.359999999999999,-11.91
28368,LA SAUCELLE,57.96,51.61,-6.350000000000001,-10.96
35180,MINIAC-SOUS-BÉCHEREL,61.72,55.37,-6.350000000000001,-10.29
77364,LE PLESSIS-AUX-BOIS,44.81,38.46,-6.350000000000001,-14.17
87170,SAINT-MÉARD,74.35,68.0,-6.349999999999994,-8.54
65201,GEU,78.85,72.5,-6.349999999999994,-8.05
51280,GRATREUIL,77.78,71.43,-6.349999999999994,-8.16
