code_commune,nom_commune,2014,2020,variation_absolue,variation_relative_pct
44076,JANS,67.91,43.43,-24.479999999999997,-36.05
72243,PONTVALLAIN,53.96,29.49,-24.470000000000002,-45.35
59314,HORNAING,67.06,42.59,-24.47,-36.49
16028,BARBEZIEUX-SAINT-HILAIRE,68.42,43.96,-24.46,-35.75
38019,AUBERIVES-SUR-VARÈZE,48.55,24.09,-24.459999999999997,-50.38
29184,PLOUÉNAN,59.45,35.0,-24.450000000000003,-41.13
45024,BAULE,54.96,30.51,-24.45,-44.49
35090,CRÉVIN,60.72,36.27,-24.449999999999996,-40.27
45025,BAZOCHES-LES-GALLERANDES,69.05,44.6,-24.449999999999996,-35.41
14197,CRESSERONS,58.56,34.12,-24.440000000000005,-41.73
60103,BRESLES,71.51,47.07,-24.440000000000005,-34.18
40037,BENQUET,64.59,40.16,-24.430000000000007,-37.82
82042,CAZES-MONDENARD,80.0,55.57,-24.43,-30.54
17121,LA COUARDE-SUR-MER,60.6,36.17,-24.43,-40.31
63315,SAINT-AMANT-TALLENDE,61.75,37.33,-24.42,-39.55
84029,CAMARET-SUR-AIGUES,72.09,47.68,-24.410000000000004,-33.86
44022,BOUSSAY,62.88,38.47,-24.410000000000004,-38.82
37079,CIVRAY-DE-TOURAINE,52.1,27.69,-24.41,-46.85
25230,EXINCOURT,67.88,43.48,-24.4,-35.95
68145,HORBOURG-WIHR,65.79,41.4,-24.390000000000008,-37.07
25632,VOUJEAUCOURT,71.18,46.79,-24.390000000000008,-34.27
38291,PAJAY,73.34,48.95,-24.39,-33.26
44028,LE CELLIER,70.91,46.52,-24.389999999999993,-34.4
45049,BOUZY-LA-FORÊT,62.32,37.94,-24.380000000000003,-39.12
35292,SAINT-MARC-LE-BLANC,69.36,44.98,-24.380000000000003,-35.15
28380,SOURS,58.44,34.06,-24.379999999999995,-41.72
87001,AIXE-SUR-VIENNE,72.3,47.92,-24.379999999999995,-33.72
31478,SAINT-FÉLIX-LAURAGAIS,66.67,42.3,-24.370000000000005,-36.55
64284,JURANÇON,69.15,44.79,-24.360000000000007,-35.23
29006,BÉNODET,74.52,50.16,-24.36,-32.69
07181,POUZIN (LE),59.36,35.01,-24.35,-41.02
80131,BOVES,71.64,47.29,-24.35,-33.99
13042,GÉMENOS,68.77,44.42,-24.349999999999994,-35.41
74025,BALLAISON,51.88,27.54,-24.340000000000003,-46.92
06121,SAINT-JEAN-CAP-FERRAT,69.2,44.86,-24.340000000000003,-35.17
03321,YZEURE,66.63,42.29,-24.339999999999996,-36.53
68331,SUNDHOFFEN,80.52,56.18,-24.339999999999996,-30.23
13050,LAMBESC,68.59,44.26,-24.330000000000005,-35.47
95091,BOUFFÉMONT,65.23,40.9,-24.330000000000005,-37.3
79170,MAUZÉ-SUR-LE-MIGNON,73.08,48.76,-24.32,-33.28
02128,BRUYÈRES-ET-MONTBÉRAULT,59.5,35.18,-24.32,-40.87
22364,TRÉLIVAN,67.59,43.28,-24.310000000000002,-35.97
34074,CESSENON-SUR-ORB,67.59,43.28,-24.310000000000002,-35.97
14562,SAINT-AUBIN-SUR-MER,69.3,45.0,-24.299999999999997,-35.06
94073,THIAIS,59.07,34.78,-24.29,-41.12
68141,HOCHSTATT,71.81,47.52,-24.29,-33.83
53130,LAVAL,62.91,38.62,-24.29,-38.61
30004,AIGUES-VIVES,73.19,48.9,-24.29,-33.19
61075,CEAUCÉ,69.01,44.73,-24.28000000000001,-35.18
76250,ETAINHUS,65.26,40.98,-24.28000000000001,-37.21
43032,BLAVOZY,65.28,41.0,-24.28,-37.19
49328,SAUMUR,62.2,37.92,-24.28,-39.04
28391,TOURY,67.75,43.48,-24.270000000000003,-35.82
25200,DEVECEY,55.27,31.0,-24.270000000000003,-43.91
18097,FUSSY,52.18,27.91,-24.27,-46.51
42150,MONTVERDUN,78.88,54.61,-24.269999999999996,-30.77
45196,MAREAU-AUX-PRÉS,63.01,38.74,-24.269999999999996,-38.52
30075,CAVEIRAC,69.77,45.5,-24.269999999999996,-34.79
30033,BEAUVOISIN,75.04,50.78,-24.260000000000005,-32.33
27335,HEUDREVILLE-SUR-EURE,62.31,38.05,-24.260000000000005,-38.93
29196,PLOUGUIN,62.14,37.88,-24.259999999999998,-39.04
41280,VILLEFRANCHE-SUR-CHER,69.36,45.1,-24.259999999999998,-34.98
59262,GODEWAERSVELDE,80.85,56.59,-24.25999999999999,-30.01
38408,SAINT-JUST-CHALEYSSIN,53.15,28.9,-24.25,-45.63
17453,TRIZAY,63.15,38.9,-24.25,-38.4
14047,BAYEUX,60.68,36.43,-24.25,-39.96
30258,SAINT-GILLES,71.66,47.41,-24.25,-33.84
66037,CANET-EN-ROUSSILLON,69.32,45.07,-24.249999999999993,-34.98
29111,LANHOUARNEAU,64.4,40.16,-24.24000000000001,-37.64
69257,VAUX-EN-BEAUJOLAIS,56.2,31.96,-24.240000000000002,-43.13
49369,VERNOIL-LE-FOURRIER,64.33,40.09,-24.239999999999995,-37.68
81004,ALBI,62.89,38.66,-24.230000000000004,-38.53
13104,SAUSSET-LES-PINS,69.09,44.86,-24.230000000000004,-35.07
50297,LA MEAUFFE,63.83,39.6,-24.229999999999997,-37.96
27017,ANGERVILLE-LA-CAMPAGNE,54.9,30.67,-24.229999999999997,-44.13
85140,LA MEILLERAIE-TILLAY,70.66,46.43,-24.229999999999997,-34.29
31547,SEYSSES,62.77,38.55,-24.220000000000006,-38.59
62390,GROFFLIERS,67.17,42.95,-24.22,-36.06
85277,SAINT-VINCENT-SUR-GRAON,68.05,43.83,-24.22,-35.59
57202,ETZLING,52.08,27.86,-24.22,-46.51
83087,NANS-LES-PINS,69.26,45.05,-24.210000000000008,-34.96
59656,WERVICQ-SUD,62.7,38.49,-24.21,-38.61
79048,LA CRÈCHE,68.78,44.57,-24.21,-35.2
17346,SAINT-HIPPOLYTE,58.91,34.7,-24.209999999999994,-41.1
25410,MORRE,64.57,40.36,-24.209999999999994,-37.49
30155,MANDUEL,67.29,43.09,-24.200000000000003,-35.96
59641,WARHEM,63.36,39.16,-24.200000000000003,-38.19
85288,TALMONT-SAINT-HILAIRE,70.11,45.91,-24.200000000000003,-34.52
59339,LEERS,58.85,34.65,-24.200000000000003,-41.12
57678,TRESSANGE,52.01,27.81,-24.2,-46.53
18028,BERRY-BOUY,55.41,31.21,-24.199999999999996,-43.67
30042,BOISSET-ET-GAUJAC,71.8,47.6,-24.199999999999996,-33.7
60065,BERTHECOURT,76.17,51.98,-24.190000000000005,-31.76
54129,CIREY-SUR-VEZOUZE,56.45,32.26,-24.190000000000005,-42.85
85016,BEAULIEU-SOUS-LA-ROCHE,68.88,44.69,-24.189999999999998,-35.12
77063,LA CELLE-SUR-MORIN,56.8,32.62,-24.18,-42.57
38448,SAINT-PRIM,55.62,31.45,-24.169999999999998,-43.46
05017,LA BÂTIE-NEUVE,65.88,41.71,-24.169999999999995,-36.69
59508,RONCQ,57.13,32.97,-24.160000000000004,-42.29
31135,CAZÈRES,69.44,45.28,-24.159999999999997,-34.79
77407,SAINT-FARGEAU-PONTHIERRY,63.29,39.13,-24.159999999999997,-38.17
53186,QUELAINES-SAINT-GAULT,62.2,38.05,-24.150000000000006,-38.83
27391,MARCILLY-SUR-EURE,56.02,31.87,-24.150000000000002,-43.11
12001,AGEN-D'AVEYRON,76.04,51.9,-24.140000000000008,-31.75
69298,TOUSSIEU,55.85,31.71,-24.14,-43.22
76600,SAINT-LÉONARD,72.8,48.66,-24.14,-33.16
33533,TOULENNE,59.96,35.82,-24.14,-40.26
57556,PUTTELANGE-AUX-LACS,71.51,47.38,-24.130000000000003,-33.74
29066,GUENGAT,74.28,50.15,-24.130000000000003,-32.49
77095,CHARNY,64.49,40.36,-24.129999999999995,-37.42
44142,REMOUILLÉ,61.55,37.42,-24.129999999999995,-39.2
25429,NOVILLARS,56.27,32.15,-24.120000000000005,-42.86
62842,VENDIN-LE-VIEIL,64.83,40.71,-24.119999999999997,-37.2
44013,BESNÉ,55.76,31.64,-24.119999999999997,-43.26
13056,MARTIGUES,66.63,42.51,-24.119999999999997,-36.2
57514,NOUSSEVILLER-SAINT-NABOR,59.8,35.7,-24.099999999999994,-40.3
04111,MANE,64.15,40.06,-24.090000000000003,-37.55
56215,SAINT-GONNERY,75.3,51.21,-24.089999999999996,-31.99
24037,BERGERAC,62.69,38.6,-24.089999999999996,-38.43
13111,VAUVENARGUES,66.08,41.99,-24.089999999999996,-36.46
43002,AIGUILHE,58.91,34.82,-24.089999999999996,-40.89
80692,SAILLY-FLIBEAUCOURT,61.99,37.91,-24.080000000000005,-38.84
82089,LAMAGISTÈRE,75.9,51.82,-24.080000000000005,-31.73
60489,PÉROY-LES-GOMBRIES,60.86,36.78,-24.08,-39.57
22215,PLOUFRAGAN,62.8,38.72,-24.08,-38.34
36194,SAINT-GENOU,71.14,47.06,-24.08,-33.85
58160,MARZY,68.96,44.88,-24.07999999999999,-34.92
09282,SAVERDUN,79.16,55.09,-24.069999999999993,-30.41
13097,SAINT-MARTIN-DE-CRAU,75.47,51.41,-24.060000000000002,-31.88
17380,SAINT-PALAIS-SUR-MER,65.22,41.16,-24.060000000000002,-36.89
44217,VIGNEUX-DE-BRETAGNE,69.05,44.99,-24.059999999999995,-34.84
78616,THOIRY,57.33,33.27,-24.059999999999995,-41.97
42338,VOUGY,64.15,40.1,-24.050000000000004,-37.49
44182,SAINT-MICHEL-CHEF-CHEF,70.12,46.07,-24.050000000000004,-34.3
27015,ANDÉ,60.46,36.41,-24.050000000000004,-39.78
13002,ALLAUCH,69.17,45.13,-24.04,-34.75
49223,MÛRS-ERIGNÉ,68.86,44.83,-24.03,-34.9
62276,DOUVRIN,68.37,44.34,-24.03,-35.15
66171,SAINT-CYPRIEN,69.06,45.04,-24.020000000000003,-34.78
63034,BEAUREGARD-L'EVÊQUE,64.04,40.02,-24.020000000000003,-37.51
59271,GRANDE-SYNTHE,61.58,37.56,-24.019999999999996,-39.01
30189,NÎMES,56.44,32.42,-24.019999999999996,-42.56
80632,PONT-DE-METZ,71.29,47.28,-24.010000000000005,-33.68
47086,DURAS,67.95,43.94,-24.010000000000005,-35.33
57672,THIONVILLE,59.38,35.37,-24.010000000000005,-40.43
42207,SAINT-CHAMOND,54.97,30.96,-24.009999999999998,-43.68
62458,HOULLE,74.64,50.63,-24.009999999999998,-32.17
62548,MARCK,64.4,40.4,-24.000000000000007,-37.27
71497,SANCÉ,60.79,36.79,-24.0,-39.48
85022,LE BERNARD,67.85,43.85,-23.999999999999993,-35.37
57602,RURANGE-LÈS-THIONVILLE,69.45,45.46,-23.990000000000002,-34.54
28096,LA CHAUSSÉE-D'IVRY,55.2,31.21,-23.990000000000002,-43.46
59099,BOUSIES,71.61,47.62,-23.990000000000002,-33.5
35283,SAINT-JEAN-SUR-VILAINE,61.84,37.85,-23.990000000000002,-38.79
60234,FITZ-JAMES,54.99,31.0,-23.990000000000002,-43.63
52121,CHAUMONT,53.72,29.73,-23.99,-44.66
33012,ARSAC,54.19,30.2,-23.99,-44.27
62609,NEUVILLE-SAINT-VAAST,80.55,56.56,-23.989999999999995,-29.78
59266,GONDECOURT,69.46,45.47,-23.989999999999995,-34.54
38450,SAINT-QUENTIN-SUR-ISÈRE,52.07,28.09,-23.98,-46.05
81065,CASTRES,63.15,39.17,-23.979999999999997,-37.97
59225,FEIGNIES,66.47,42.49,-23.979999999999997,-36.08
31157,CUGNAUX,64.74,40.76,-23.979999999999997,-37.04
34077,CLAPIERS,72.92,48.95,-23.97,-32.87
44088,MAISDON-SUR-SÈVRE,57.62,33.65,-23.97,-41.6
34038,LE BOUSQUET-D'ORB,63.04,39.07,-23.97,-38.02
26337,SAULCE-SUR-RHÔNE,80.84,56.88,-23.96,-29.64
33108,CASTILLON-LA-BATAILLE,65.29,41.34,-23.950000000000003,-36.68
35047,BRUZ,63.24,39.29,-23.950000000000003,-37.87
11258,MOUSSAN,83.28,59.33,-23.950000000000003,-28.76
69248,THIZY-LES-BOURGS,66.79,42.84,-23.950000000000003,-35.86
38543,VÉZERONCE-CURTIN,50.58,26.63,-23.95,-47.35
64126,BIDOS,70.49,46.54,-23.949999999999996,-33.98
31561,L'UNION,71.82,47.87,-23.949999999999996,-33.35
27622,SERQUIGNY,60.9,36.95,-23.949999999999996,-39.33
50647,YQUELON,62.01,38.06,-23.949999999999996,-38.62
82052,ESCATALENS,85.62,61.68,-23.940000000000005,-27.96
59002,ABSCON,70.64,46.7,-23.939999999999998,-33.89
49205,MIRÉ,70.08,46.14,-23.939999999999998,-34.16
72257,ROUILLON,57.82,33.89,-23.93,-41.39
51344,MARDEUIL,62.15,38.22,-23.93,-38.5
14516,POTIGNY,59.06,35.14,-23.92,-40.5
57433,MAIZIÈRES-LÈS-METZ,61.0,37.08,-23.92,-39.21
60562,SACY-LE-GRAND,77.47,53.55,-23.92,-30.88
25193,DAMPRICHARD,50.95,27.03,-23.92,-46.95
41080,FAVEROLLES-SUR-CHER,69.37,45.45,-23.92,-34.48
26165,LIVRON-SUR-DRÔME,61.36,37.44,-23.92,-38.98
45004,AMILLY,59.42,35.5,-23.92,-40.26
67222,INGWILLER,63.57,39.66,-23.910000000000004,-37.61
12146,LE MONASTÈRE,60.38,36.48,-23.900000000000006,-39.58
27528,LE VAUDREUIL,52.86,28.96,-23.9,-45.21
82125,MONTECH,72.93,49.04,-23.890000000000008,-32.76
10224,MARIGNY-LE-CHÂTEL,58.24,34.35,-23.89,-41.02
71002,L'ABERGEMENT-SAINTE-COLOMBE,58.49,34.6,-23.89,-40.84
45095,CHILLEURS-AUX-BOIS,60.54,36.65,-23.89,-39.46
12056,BARAQUEVILLE,79.38,55.49,-23.889999999999993,-30.1
47201,LE PASSAGE,65.55,41.67,-23.879999999999995,-36.43
67025,BEINHEIM,65.32,41.44,-23.879999999999995,-36.56
84035,CAVAILLON,58.75,34.88,-23.869999999999997,-40.63
44188,SAINT-PHILBERT-DE-GRAND-LIEU,72.14,48.28,-23.86,-33.07
06089,OPIO,59.94,36.08,-23.86,-39.81
27196,LES DAMPS,65.45,41.59,-23.86,-36.46
85215,SAINT-FULGENT,64.32,40.46,-23.859999999999992,-37.1
44015,BLAIN,64.98,41.13,-23.85,-36.7
27016,LES ANDELYS,69.31,45.46,-23.85,-34.41
19272,TULLE,66.12,42.27,-23.85,-36.07
67202,HOCHFELDEN,53.01,29.16,-23.849999999999998,-44.99
65460,VIC-EN-BIGORRE,69.39,45.55,-23.840000000000003,-34.36
83048,LA CROIX-VALMER,70.65,46.81,-23.840000000000003,-33.74
59135,CASSEL,78.09,54.26,-23.830000000000005,-30.52
54138,COSNES-ET-ROMAIN,55.11,31.28,-23.83,-43.24
62371,GIVENCHY-EN-GOHELLE,81.9,58.08,-23.820000000000007,-29.08
22177,PLÉGUIEN,71.59,47.77,-23.82,-33.27
45031,BELLEGARDE,59.36,35.55,-23.810000000000002,-40.11
055SR05,MARSEILLE SECTEUR 5,54.81,31.0,-23.810000000000002,-43.44
38556,VILLE-SOUS-ANJOU,55.27,31.46,-23.810000000000002,-43.08
43137,MONISTROL-SUR-LOIRE,70.61,46.8,-23.810000000000002,-33.72
57283,HAGONDANGE,58.34,34.54,-23.800000000000004,-40.8
67205,HOERDT,53.83,30.03,-23.799999999999997,-44.21
13115,VERNÈGUES,60.47,36.67,-23.799999999999997,-39.36
89151,EGRISELLES-LE-BOCAGE,65.97,42.17,-23.799999999999997,-36.08
57447,MARLY,64.5,40.7,-23.799999999999997,-36.9
62497,LEFOREST,68.06,44.27,-23.79,-34.95
83050,DRAGUIGNAN,67.44,43.65,-23.79,-35.28
79101,COULONGES-SUR-L'AUTIZE,62.1,38.32,-23.78,-38.29
89068,CHABLIS,53.0,29.22,-23.78,-44.87
38454,SAINT-SAUVEUR,69.37,45.59,-23.78,-34.28
14126,CAMBREMER,60.15,36.37,-23.78,-39.53
01211,LENT,59.49,35.71,-23.78,-39.97
29105,LANDIVISIAU,66.86,43.08,-23.78,-35.57
49283,SAINT-GEORGES-SUR-LOIRE,59.42,35.64,-23.78,-40.02
01339,SAINT-BERNARD,69.3,45.52,-23.779999999999994,-34.31
40243,RION-DES-LANDES,70.9,47.13,-23.770000000000003,-33.53
36103,LUÇAY-LE-MÂLE,80.51,56.74,-23.770000000000003,-29.52
86083,COULOMBIERS,63.77,40.0,-23.770000000000003,-37.27
02497,MONS-EN-LAONNOIS,64.98,41.21,-23.770000000000003,-36.58
62573,MEURCHIN,66.86,43.09,-23.769999999999996,-35.55
44186,SAINTE-PAZANNE,69.3,45.53,-23.769999999999996,-34.3
62262,CUINCHY,66.07,42.3,-23.769999999999996,-35.98
42332,VILLEREST,67.52,43.75,-23.769999999999996,-35.2
77058,BUSSY-SAINT-GEORGES,57.07,33.31,-23.759999999999998,-41.63
86294,VOUILLÉ,59.05,35.29,-23.759999999999998,-40.24
14057,BELLENGREVILLE,59.04,35.28,-23.759999999999998,-40.24
57227,FORBACH,55.98,32.22,-23.759999999999998,-42.44
64511,SAUVAGNON,65.23,41.48,-23.750000000000007,-36.41
42287,SAINT-SAUVEUR-EN-RUE,69.36,45.61,-23.75,-34.24
38218,MARCILLOLES,61.23,37.48,-23.75,-38.79
37172,NOTRE-DAME-D'OÉ,56.2,32.45,-23.75,-42.26
44152,SAINTE-ANNE-SUR-BRIVET,54.94,31.2,-23.74,-43.21
44131,PORNIC,67.82,44.08,-23.739999999999995,-35.0
91525,ROINVILLE-SOUS-DOURDAN,78.27,54.53,-23.739999999999995,-30.33
31203,FROUZINS,65.5,41.77,-23.729999999999997,-36.23
91421,MONTGERON,63.44,39.71,-23.729999999999997,-37.41
43190,SAINT-GERMAIN-LAPRADE,75.27,51.54,-23.729999999999997,-31.53
07010,ANNONAY,54.41,30.68,-23.729999999999997,-43.61
56008,BADEN,70.01,46.29,-23.720000000000006,-33.88
77288,MELUN,50.24,26.52,-23.720000000000002,-47.21
26307,SAINT-JEAN-EN-ROYANS,77.91,54.19,-23.72,-30.45
59261,GLAGEON,60.21,36.49,-23.72,-39.4
18141,MEHUN-SUR-YÈVRE,62.53,38.81,-23.72,-37.93
54159,DOMBASLE-SUR-MEURTHE,62.34,38.63,-23.71,-38.03
29171,PLOMEUR,69.34,45.63,-23.71,-34.19
63206,MANZAT,64.46,40.75,-23.709999999999994,-36.78
33412,SAINT-GERMAIN-D'ESTEUIL,66.54,42.84,-23.700000000000003,-35.62
57498,NEUFCHEF,68.7,45.0,-23.700000000000003,-34.5
62748,SAINT-FOLQUIN,64.89,41.19,-23.700000000000003,-36.52
31165,EAUNES,69.37,45.67,-23.700000000000003,-34.16
59507,RONCHIN,55.18,31.48,-23.7,-42.95
42092,L'ETRAT,52.47,28.77,-23.7,-45.17
29020,BRIEC,68.13,44.43,-23.699999999999996,-34.79
66065,ELNE,75.34,51.65,-23.690000000000005,-31.44
31581,VILLAUDRIC,64.95,41.26,-23.690000000000005,-36.47
48092,MARVEJOLS,74.17,50.48,-23.690000000000005,-31.94
12043,CALMONT,76.14,52.45,-23.689999999999998,-31.11
85119,LES LANDES-GENUSSON,65.89,42.2,-23.689999999999998,-35.95
30351,VILLENEUVE-LÈS-AVIGNON,63.61,39.92,-23.689999999999998,-37.24
86222,SAINT-GEORGES-LÈS-BAILLARGEAUX,59.67,35.99,-23.68,-39.68
82096,LA VILLE-DIEU-DU-TEMPLE,72.02,48.34,-23.679999999999993,-32.88
24082,CARSAC-AILLAC,66.56,42.9,-23.660000000000004,-35.55
57665,TENTELING,51.46,27.8,-23.66,-45.98
76716,TURRETOT,60.19,36.53,-23.659999999999997,-39.31
02340,GAUCHY,65.61,41.95,-23.659999999999997,-36.06
59024,AUBERCHICOURT,64.88,41.22,-23.659999999999997,-36.47
81145,LISLE-SUR-TARN,78.99,55.33,-23.659999999999997,-29.95
11266,PORT-LA-NOUVELLE,73.31,49.66,-23.650000000000006,-32.26
57572,RÉMILLY,51.22,27.57,-23.65,-46.17
72050,BRÛLON,63.82,40.17,-23.65,-37.06
91589,SAVIGNY-SUR-ORGE,58.72,35.07,-23.65,-40.28
63455,VEYRE-MONTON,70.36,46.72,-23.64,-33.6
93033,GOURNAY-SUR-MARNE,68.79,45.16,-23.63000000000001,-34.35
47157,MARMANDE,65.11,41.48,-23.630000000000003,-36.29
56141,MOUSTOIR-AC,79.45,55.83,-23.620000000000005,-29.73
29047,LE DRENNEC,62.32,38.7,-23.619999999999997,-37.9
37237,SAINT-ROCH,60.86,37.24,-23.619999999999997,-38.81
03053,CHANTELLE,80.65,57.04,-23.610000000000007,-29.27
91408,MOIGNY-SUR-ECOLE,78.27,54.66,-23.61,-30.16
44110,NORT-SUR-ERDRE,65.66,42.05,-23.61,-35.96
22187,PLÉRIN,72.71,49.1,-23.609999999999992,-32.47
78356,MAGNY-LES-HAMEAUX,66.13,42.52,-23.609999999999992,-35.7
33529,LA TESTE-DE-BUCH,64.71,41.1,-23.609999999999992,-36.49
38475,SATOLAS-ET-BONCE,55.82,32.22,-23.6,-42.28
59558,SAULZOIR,75.7,52.1,-23.6,-31.18
67495,TRUCHTERSHEIM,57.56,33.96,-23.6,-41.0
02818,VILLIERS-SAINT-DENIS,59.05,35.45,-23.599999999999994,-39.97
63003,AMBERT,69.74,46.14,-23.599999999999994,-33.84
16232,MORNAC,71.81,48.22,-23.590000000000003,-32.85
71356,POUILLOUX,62.4,38.81,-23.589999999999996,-37.8
37270,VERNOU-SUR-BRENNE,61.36,37.78,-23.58,-38.43
69069,CRAPONNE,60.4,36.82,-23.58,-39.04
34301,SÈTE,71.37,47.8,-23.570000000000007,-33.03
62634,OFFEKERQUE,62.46,38.89,-23.57,-37.74
01072,CEYZÉRIAT,54.08,30.51,-23.569999999999997,-43.58
01183,GUÉREINS,48.89,25.33,-23.560000000000002,-48.19
50288,MARCEY-LES-GRÈVES,65.4,41.85,-23.550000000000004,-36.01
07231,SAINT-ETIENNE-DE-FONTBELLON,74.1,50.55,-23.549999999999997,-31.78
80256,DREUIL-LÈS-AMIENS,74.46,50.91,-23.549999999999997,-31.63
76596,SAINT-LAURENT-DE-BRÈVEDENT,57.64,34.09,-23.549999999999997,-40.86
51108,CHÂLONS-EN-CHAMPAGNE,55.59,32.05,-23.540000000000006,-42.35
64546,URT,62.84,39.3,-23.540000000000006,-37.46
44156,CORCOUÉ-SUR-LOGNE,58.51,34.97,-23.54,-40.23
31117,CASTELMAUROU,68.87,45.34,-23.53,-34.17
02114,BRASLES,60.06,36.53,-23.53,-39.18
79259,SAINT-JEAN-DE-THOUARS,66.41,42.88,-23.529999999999994,-35.43
30276,SAINT-LAURENT-D'AIGOUZE,77.84,54.32,-23.520000000000003,-30.22
32149,GONDRIN,67.2,43.68,-23.520000000000003,-35.0
59428,NEUVILLE-SAINT-RÉMY,52.68,29.16,-23.52,-44.65
57601,ROZÉRIEULLES,47.53,24.01,-23.52,-49.48
31507,SAINT-PAUL-SUR-SAVE,74.35,50.83,-23.519999999999996,-31.63
02298,ETREUX,59.61,36.09,-23.519999999999996,-39.46
71558,VARENNES-SAINT-SAUVEUR,64.57,41.05,-23.519999999999996,-36.43
59611,VERLINGHEM,74.92,51.41,-23.510000000000005,-31.38
35150,LÉCOUSSE,59.98,36.47,-23.509999999999998,-39.2
44007,AVESSAC,61.21,37.71,-23.5,-38.39
971103,BAIE-MAHAULT,60.1,36.6,-23.5,-39.1
16409,VILLEFAGNAN,75.2,51.71,-23.490000000000002,-31.24
25388,MONTBÉLIARD,57.31,33.82,-23.490000000000002,-40.99
63164,GERZAT,59.55,36.06,-23.489999999999995,-39.45
10343,SAINT-JULIEN-LES-VILLAS,57.8,34.31,-23.489999999999995,-40.64
68166,KINGERSHEIM,55.99,32.51,-23.480000000000004,-41.94
2A130,GROSSETO-PRUGNA,76.87,53.39,-23.480000000000004,-30.55
16089,CHÂTEAUBERNARD,67.47,43.99,-23.479999999999997,-34.8
63092,CHARBONNIÈRES-LES-VARENNES,77.05,53.57,-23.479999999999997,-30.47
17338,SAINT-GEORGES-DU-BOIS,55.33,31.86,-23.47,-42.42
44096,MÉSANGER,71.41,47.94,-23.47,-32.87
18213,SAINT-GERMAIN-DU-PUY,54.23,30.76,-23.469999999999995,-43.28
02795,VIC-SUR-AISNE,57.51,34.05,-23.46,-40.79
11069,CARCASSONNE,63.92,40.46,-23.46,-36.7
55132,COUSANCES-LES-FORGES,58.6,35.15,-23.450000000000003,-40.02
66056,CORBÈRE-LES-CABANES,68.98,45.53,-23.450000000000003,-34.0
42099,FRAISSES,68.27,44.82,-23.449999999999996,-34.35
73096,CRUET,66.37,42.93,-23.440000000000005,-35.32
34336,VILLENEUVE-LÈS-BÉZIERS,79.56,56.12,-23.440000000000005,-29.46
68269,RIBEAUVILLÉ,55.07,31.63,-23.44,-42.56
17232,MEURSAC,64.21,40.77,-23.43999999999999,-36.51
07319,TEIL (LE),64.46,41.02,-23.43999999999999,-36.36
44062,LE GÂVRE,59.12,35.69,-23.43,-39.63
35078,CHERRUEIX,69.81,46.38,-23.43,-33.56
60057,BEAUVAIS,59.52,36.09,-23.43,-39.36
13001,AIX-EN-PROVENCE,59.03,35.6,-23.43,-39.69
62852,VIEILLE-EGLISE,64.81,41.39,-23.42,-36.14
31390,MONTRÉJEAU,68.37,44.96,-23.410000000000004,-34.24
27082,LA BONNEVILLE-SUR-ITON,56.16,32.75,-23.409999999999997,-41.68
25287,GRANDFONTAINE,71.0,47.59,-23.409999999999997,-32.97
86235,SAINT-MAURICE-LA-CLOUÈRE,65.47,42.07,-23.4,-35.74
13037,LA FARE-LES-OLIVIERS,68.14,44.74,-23.4,-34.34
29059,GARLAN,67.5,44.11,-23.39,-34.65
47001,AGEN,60.42,37.03,-23.39,-38.71
30083,CODOGNAN,68.54,45.16,-23.38000000000001,-34.11
68322,STEINBACH,52.71,29.33,-23.380000000000003,-44.36
27119,BUEIL,54.79,31.41,-23.38,-42.67
81060,CARMAUX,67.57,44.19,-23.379999999999995,-34.6
16379,TAPONNAT-FLEURIGNAC,65.46,42.08,-23.379999999999995,-35.72
91226,ETRÉCHY,69.91,46.53,-23.379999999999995,-33.44
31022,AUCAMVILLE,47.64,24.27,-23.37,-49.06
86128,LENCLOÎTRE,58.05,34.69,-23.36,-40.24
87085,LIMOGES,60.48,37.12,-23.36,-38.62
49343,LA TESSOUALLE,59.2,35.84,-23.36,-39.46
38100,LE CHEYLAS,50.0,26.64,-23.36,-46.72
47040,BRAX,75.29,51.94,-23.35000000000001,-31.01
37129,LIGRÉ,70.15,46.8,-23.35000000000001,-33.29
16295,SAINT-AMANT-DE-BOIXE,60.32,36.97,-23.35,-38.71
32162,JEGUN,82.45,59.1,-23.35,-28.32
83068,GRIMAUD,67.65,44.31,-23.340000000000003,-34.5
67180,HAGUENAU,52.72,29.38,-23.34,-44.27
33307,NOAILLAN,76.36,53.02,-23.339999999999996,-30.57
44155,SAINT-COLOMBAN,60.65,37.32,-23.33,-38.47
69094,GRÉZIEU-LA-VARENNE,62.32,38.99,-23.33,-37.44
59487,RADINGHEM-EN-WEPPES,64.8,41.47,-23.33,-36.0
60542,ROCHY-CONDÉ,81.5,58.18,-23.32,-28.61
38182,LE GRAND-LEMPS,71.61,48.29,-23.32,-32.57
01159,FEILLENS,68.74,45.42,-23.319999999999993,-33.92
44053,DREFFÉAC,60.41,37.09,-23.319999999999993,-38.6
13023,CEYRESTE,68.29,44.98,-23.31000000000001,-34.13
17243,MONTLIEU-LA-GARDE,66.29,42.98,-23.31000000000001,-35.16
02648,RIBEMONT,57.21,33.9,-23.310000000000002,-40.74
88372,RAON-L'ETAPE,57.74,34.44,-23.300000000000004,-40.35
33082,CADILLAC-EN-FRONSADAIS,63.32,40.02,-23.299999999999997,-36.8
