code_commune;annee_source;nombre_faits;taux_criminalite;nb_indicateurs
01001;2025;0.0;0.0;5
01002;2025;0.0;0.0;9
01004;2025;857.0;4.6543;12
01005;2025;42.0;3.4559;8
01006;2025;0.0;0.0;8
01007;2025;56.0;5.1901;5
01008;2025;7.0;2.3026;4
01009;2025;0.0;0.0;8
01010;2025;16.0;3.4072;4
01011;2025;0.0;0.0;5
01012;2025;0.0;0.0;9
01013;2025;0.0;0.0;8
01014;2025;123.0;4.9427;7
01015;2025;0.0;0.0;6
01016;2025;0.0;0.0;6
01017;2025;0.0;0.0;7
01019;2025;0.0;0.0;15
01021;2025;19.0;4.9438;5
01022;2025;17.0;2.9851;5
01023;2025;0.0;0.0;10
01024;2025;57.0;3.5606;6
01025;2025;87.0;5.0803;6
01026;2025;0.0;0.0;2
01027;2025;42.0;1.95;7
01028;2025;0.0;0.0;6
01029;2025;0.0;0.0;4
01030;2025;30.0;5.7339;6
01031;2025;138.0;5.5927;7
01032;2025;113.0;3.9035;9
01033;2025;958.0;4.5251;13
01034;2025;309.0;2.9103;12
01035;2025;0.0;0.0;10
01036;2025;19.0;2.621;6
01037;2025;0.0;0.0;5
01038;2025;10.0;2.4981;8
01040;2025;0.0;0.0;7
01041;2025;0.0;0.0;5
01042;2025;0.0;0.0;9
01043;2025;343.0;6.4423;11
01044;2025;0.0;0.0;2
01045;2025;0.0;0.0;7
01046;2025;0.0;0.0;4
01047;2025;16.0;2.8551;4
01049;2025;105.0;3.766;9
01050;2025;0.0;0.0;8
01051;2025;0.0;0.0;13
01052;2025;0.0;0.0;9
01053;2025;3173.0;5.6234;14
01054;2025;21.0;2.6889;5
01056;2025;0.0;0.0;6
01057;2025;0.0;0.0;9
01058;2025;0.0;0.0;5
01060;2025;0.0;0.0;6
01061;2025;10.0;1.4841;6
01062;2025;0.0;0.0;4
01063;2025;0.0;0.0;5
01064;2025;5.0;1.4894;3
01065;2025;22.0;3.1455;7
01066;2025;0.0;0.0;5
01067;2025;31.0;30.1556;4
01068;2025;0.0;0.0;5
01069;2025;30.0;2.7993;7
01071;2025;142.0;3.3743;8
01072;2025;73.0;4.1253;7
01073;2025;0.0;0.0;5
01074;2025;58.0;5.0588;6
01075;2025;6.0;0.9967;4
01076;2025;0.0;0.0;9
01077;2025;0.0;0.0;8
01078;2025;18.0;4.3106;4
01079;2025;0.0;0.0;5
01080;2025;0.0;0.0;4
01081;2025;0.0;0.0;4
01082;2025;0.0;0.0;5
01083;2025;7.0;1.3384;5
01084;2025;0.0;0.0;4
01085;2025;0.0;0.0;7
01087;2025;0.0;0.0;5
01088;2025;8.0;1.402;6
01089;2025;35.0;4.3378;4
01090;2025;0.0;0.0;5
01092;2025;19.0;2.4638;6
01093;2025;265.0;5.6504;10
01094;2025;0.0;0.0;6
01095;2025;0.0;0.0;6
01096;2025;0.0;0.0;4
01098;2025;11.0;2.7683;5
01099;2025;35.0;4.2892;5
01100;2025;0.0;0.0;12
01101;2025;0.0;0.0;8
01102;2025;11.0;2.2222;5
01103;2025;41.0;3.259;7
01104;2025;0.0;0.0;7
01105;2025;29.0;6.5017;4
01106;2025;0.0;0.0;10
01107;2025;0.0;0.0;13
01108;2025;6.0;1.1029;4
01109;2025;61.0;3.7538;8
01110;2025;0.0;0.0;10
01111;2025;0.0;0.0;10
01112;2025;0.0;0.0;6
01113;2025;0.0;0.0;4
01114;2025;0.0;0.0;3
01115;2025;8.0;1.9666;3
01116;2025;0.0;0.0;4
01117;2025;0.0;0.0;8
01118;2025;5.0;0.7502;5
01121;2025;0.0;0.0;7
01123;2025;6.0;1.2723;4
01124;2025;0.0;0.0;3
01125;2025;0.0;0.0;5
01127;2025;0.0;0.0;4
01128;2025;0.0;0.0;9
01129;2025;0.0;0.0;8
01130;2025;50.0;4.5261;7
01133;2025;0.0;0.0;8
01134;2025;32.0;3.0612;8
01135;2025;30.0;4.4208;4
01136;2025;0.0;0.0;5
01138;2025;128.0;3.9558;10
01139;2025;0.0;0.0;4
01140;2025;0.0;0.0;6
01141;2025;0.0;0.0;8
01142;2025;177.0;3.9011;10
01143;2025;492.0;4.202;12
01145;2025;0.0;0.0;3
01146;2025;0.0;0.0;8
01147;2025;0.0;0.0;6
01148;2025;16.0;1.9286;4
01149;2025;0.0;0.0;3
01150;2025;0.0;0.0;9
01151;2025;18.0;4.627;5
01152;2025;0.0;0.0;3
01153;2025;35.0;5.2456;4
01155;2025;0.0;0.0;10
01156;2025;0.0;0.0;6
01157;2025;51.0;3.6643;8
01158;2025;5.0;1.5404;3
01159;2025;64.0;3.6205;6
01160;2025;636.0;4.1922;13
01162;2025;0.0;0.0;13
01163;2025;20.0;3.3572;4
01165;2025;0.0;0.0;6
01166;2025;46.0;5.5651;5
01167;2025;0.0;0.0;3
01169;2025;0.0;0.0;7
01170;2025;5.0;0.7952;6
01171;2025;0.0;0.0;6
01173;2025;580.0;3.7577;12
01174;2025;0.0;0.0;10
01175;2025;6.0;2.454;3
01177;2025;0.0;0.0;12
01179;2025;20.0;2.0942;5
01180;2025;0.0;0.0;3
01181;2025;11.0;3.0429;3
01183;2025;10.0;1.3228;5
01184;2025;0.0;0.0;4
01185;2025;71.0;2.4363;6
01187;2025;0.0;0.0;3
01188;2025;0.0;0.0;6
01189;2025;0.0;0.0;4
01190;2025;0.0;0.0;4
01191;2025;0.0;0.0;11
01192;2025;39.0;2.8273;6
01193;2025;0.0;0.0;11
01194;2025;283.0;4.2599;12
01195;2025;96.0;8.3529;7
01196;2025;14.0;1.586;7
01197;2025;0.0;0.0;9
01198;2025;0.0;0.0;9
01199;2025;42.0;3.7168;5
01200;2025;0.0;0.0;5
01202;2025;247.0;3.1857;11
01203;2025;20.0;3.0045;7
01204;2025;0.0;0.0;3
01206;2025;0.0;0.0;10
01207;2025;0.0;0.0;8
01208;2025;0.0;0.0;8
01209;2025;0.0;0.0;2
01210;2025;0.0;0.0;6
01211;2025;15.0;1.9841;5
01212;2025;0.0;0.0;8
01213;2025;8.0;1.3879;4
01214;2025;0.0;0.0;12
01215;2025;0.0;0.0;5
01216;2025;0.0;0.0;5
01219;2025;0.0;0.0;7
01224;2025;77.0;4.0014;6
01225;2025;0.0;0.0;7
01227;2025;0.0;0.0;7
01228;2025;0.0;0.0;4
01229;2025;27.0;5.3699;4
01230;2025;0.0;0.0;9
01231;2025;11.0;1.817;3
01232;2025;28.0;2.4735;5
01233;2025;0.0;0.0;5
01234;2025;0.0;0.0;11
01235;2025;5.0;2.2778;4
01236;2025;0.0;0.0;6
01237;2025;10.0;2.0032;3
01238;2025;99.0;5.149;8
01239;2025;0.0;0.0;4
01240;2025;0.0;0.0;7
01241;2025;9.0;1.0519;6
01242;2025;0.0;0.0;7
01243;2025;15.0;2.816;6
01244;2025;370.0;4.0045;12
01245;2025;7.0;1.8657;4
01246;2025;23.0;1.3237;8
01247;2025;0.0;0.0;5
01248;2025;114.0;8.0449;7
01249;2025;700.0;6.0531;12
01250;2025;17.0;1.2094;7
01252;2025;0.0;0.0;7
01254;2025;36.0;3.394;7
01255;2025;0.0;0.0;4
01257;2025;0.0;0.0;8
01258;2025;8.0;2.2297;3
01259;2025;0.0;0.0;10
01260;2025;0.0;0.0;5
01261;2025;0.0;0.0;6
01262;2025;436.0;5.0431;13
01263;2025;93.0;4.4454;7
01264;2025;0.0;0.0;3
01265;2025;99.0;3.6491;8
01266;2025;105.0;6.1614;7
01267;2025;0.0;0.0;4
01268;2025;0.0;0.0;5
01269;2025;153.0;4.9766;9
01272;2025;18.0;1.9169;6
01273;2025;38.0;3.0153;8
01274;2025;0.0;0.0;2
01275;2025;165.0;7.5121;10
01276;2025;13.0;1.5644;5
01277;2025;0.0;0.0;12
01279;2025;0.0;0.0;9
01280;2025;0.0;0.0;7
01281;2025;172.0;4.3206;9
01282;2025;0.0;0.0;12
01283;2025;1119.0;4.3345;12
01284;2025;0.0;0.0;5
01285;2025;0.0;0.0;5
01286;2025;0.0;0.0;4
01288;2025;60.0;3.0627;8
01289;2025;275.0;4.2745;12
01290;2025;28.0;9.7712;3
01291;2025;0.0;0.0;3
01293;2025;0.0;0.0;10
01294;2025;0.0;0.0;4
01295;2025;0.0;0.0;3
01296;2025;0.0;0.0;10
01297;2025;6.0;1.2807;5
01298;2025;0.0;0.0;11
01299;2025;0.0;0.0;7
01301;2025;63.0;4.0196;8
01302;2025;0.0;0.0;8
01303;2025;54.0;4.8173;7
01304;2025;123.0;4.9859;9
01305;2025;70.0;4.5372;7
01306;2025;51.0;5.3325;6
01307;2025;7.0;2.8045;3
01308;2025;21.0;5.4992;6
01309;2025;0.0;0.0;10
01310;2025;0.0;0.0;9
01311;2025;0.0;0.0;13
01313;2025;222.0;3.0381;9
01314;2025;26.0;2.823;5
01317;2025;0.0;0.0;8
01318;2025;0.0;0.0;7
01319;2025;0.0;0.0;5
01320;2025;133.0;5.5973;8
01321;2025;0.0;0.0;5
01322;2025;124.0;3.5791;8
01323;2025;0.0;0.0;5
01325;2025;7.0;0.9887;6
01328;2025;0.0;0.0;5
01329;2025;0.0;0.0;6
01331;2025;0.0;0.0;9
01332;2025;0.0;0.0;4
01333;2025;113.0;3.8467;10
01334;2025;0.0;0.0;4
01335;2025;0.0;0.0;9
01336;2025;0.0;0.0;5
01337;2025;10.0;1.2264;6
01338;2025;37.0;8.001;5
01339;2025;7.0;0.6289;7
01342;2025;0.0;0.0;7
01343;2025;22.0;3.1089;7
01344;2025;192.0;6.3873;7
01345;2025;51.0;5.4601;5
01346;2025;0.0;0.0;7
01347;2025;45.0;4.8089;6
01348;2025;55.0;4.8519;5
01349;2025;0.0;0.0;7
01350;2025;31.0;2.7674;6
01351;2025;28.0;4.1721;6
01352;2025;0.0;0.0;4
01353;2025;17.0;6.1128;3
01354;2025;482.0;3.0534;12
01355;2025;0.0;0.0;7
01356;2025;0.0;0.0;10
01357;2025;0.0;0.0;3
01358;2025;0.0;0.0;8
01359;2025;0.0;0.0;10
01360;2025;21.0;1.4313;7
01361;2025;15.0;1.6077;5
01362;2025;5.0;1.4484;4
01363;2025;8.0;1.4501;3
01364;2025;0.0;0.0;2
01365;2025;0.0;0.0;4
01366;2025;6.0;1.0969;5
01367;2025;0.0;0.0;4
01368;2025;0.0;0.0;5
01369;2025;7.0;3.2905;5
01370;2025;74.0;8.1768;5
01371;2025;11.0;1.3682;6
01372;2025;0.0;0.0;8
01373;2025;0.0;0.0;3
01374;2025;21.0;2.3081;7
01375;2025;0.0;0.0;7
01376;2025;157.0;4.0135;10
01378;2025;51.0;3.447;6
01379;2025;0.0;0.0;5
01380;2025;0.0;0.0;5
01381;2025;0.0;0.0;5
01382;2025;0.0;0.0;8
01383;2025;19.0;5.2449;4
01384;2025;55.0;3.5877;7
01385;2025;6.0;2.2676;6
01386;2025;18.0;3.9772;5
01387;2025;0.0;0.0;10
01388;2025;0.0;0.0;1
01389;2025;25.0;3.4715;6
01390;2025;34.0;4.5442;6
01391;2025;0.0;0.0;6
01392;2025;0.0;0.0;9
01393;2025;0.0;0.0;6
01396;2025;0.0;0.0;2
01397;2025;7.0;2.6654;5
01398;2025;24.0;4.2512;7
01399;2025;58.0;3.6627;7
01400;2025;0.0;0.0;10
01401;2025;25.0;2.6086;6
01402;2025;0.0;0.0;6
01403;2025;27.0;5.1253;4
01404;2025;0.0;0.0;7
01405;2025;0.0;0.0;3
01406;2025;0.0;0.0;10
01407;2025;5.0;1.6534;3
01408;2025;0.0;0.0;6
01410;2025;0.0;0.0;10
01411;2025;0.0;0.0;10
01412;2025;0.0;0.0;7
01415;2025;0.0;0.0;7
01416;2025;0.0;0.0;2
01418;2025;20.0;2.6434;6
01419;2025;199.0;3.9197;9
01420;2025;23.0;2.829;5
01421;2025;0.0;0.0;3
01422;2025;22.0;5.4879;4
01423;2025;9.0;1.432;5
01424;2025;24.0;3.0869;6
01425;2025;0.0;0.0;9
01426;2025;54.0;3.6174;6
01427;2025;341.0;4.3091;12
01428;2025;0.0;0.0;7
01429;2025;0.0;0.0;8
01430;2025;0.0;0.0;3
01431;2025;16.0;3.3306;4
01432;2025;0.0;0.0;10
01433;2025;0.0;0.0;8
01434;2025;0.0;0.0;6
01435;2025;36.0;2.7498;6
01436;2025;0.0;0.0;5
01437;2025;0.0;0.0;7
01439;2025;0.0;0.0;12
01441;2025;0.0;0.0;5
01443;2025;246.0;5.0267;11
01444;2025;19.0;3.9386;4
01445;2025;0.0;0.0;6
01446;2025;13.0;3.7817;4
01447;2025;7.0;0.9859;5
01448;2025;0.0;0.0;8
01449;2025;0.0;0.0;4
01450;2025;122.0;3.5023;10
01451;2025;291.0;4.7874;11
01452;2025;11.0;1.9802;5
01453;2025;0.0;0.0;7
01454;2025;5.0;2.1853;2
01456;2025;0.0;0.0;12
01457;2025;78.0;3.2104;9
02001;2025;0.0;0.0;7
02002;2025;0.0;0.0;6
02003;2025;0.0;0.0;6
02004;2025;0.0;0.0;10
02005;2025;0.0;0.0;5
02006;2025;0.0;0.0;8
02007;2025;0.0;0.0;11
02008;2025;0.0;0.0;6
02009;2025;0.0;0.0;7
02010;2025;0.0;0.0;9
02011;2025;0.0;0.0;3
02012;2025;0.0;0.0;13
02013;2025;0.0;0.0;7
02014;2025;0.0;0.0;3
02015;2025;0.0;0.0;14
02016;2025;0.0;0.0;9
02017;2025;0.0;0.0;8
02018;2025;58.0;3.3518;7
02019;2025;0.0;0.0;9
02020;2025;0.0;0.0;4
02021;2025;0.0;0.0;10
02022;2025;0.0;0.0;7
02023;2025;0.0;0.0;7
02024;2025;0.0;0.0;13
02025;2025;0.0;0.0;6
02027;2025;0.0;0.0;9
02028;2025;45.0;3.5989;6
02029;2025;0.0;0.0;10
02030;2025;0.0;0.0;9
02031;2025;0.0;0.0;6
02032;2025;0.0;0.0;5
02033;2025;0.0;0.0;10
02034;2025;0.0;0.0;11
02035;2025;0.0;0.0;7
02036;2025;0.0;0.0;8
02037;2025;0.0;0.0;5
02038;2025;0.0;0.0;13
02039;2025;0.0;0.0;11
02040;2025;0.0;0.0;8
02041;2025;0.0;0.0;3
02042;2025;0.0;0.0;8
02043;2025;0.0;0.0;8
02044;2025;0.0;0.0;14
02046;2025;0.0;0.0;3
02047;2025;0.0;0.0;9
02048;2025;0.0;0.0;9
02049;2025;0.0;0.0;5
02050;2025;0.0;0.0;8
02051;2025;0.0;0.0;7
02052;2025;0.0;0.0;10
02053;2025;0.0;0.0;6
02054;2025;7.0;1.938;7
02055;2025;0.0;0.0;11
02056;2025;0.0;0.0;10
02057;2025;0.0;0.0;6
02058;2025;5.0;1.5743;4
02059;2025;128.0;5.3313;10
02060;2025;0.0;0.0;8
02061;2025;0.0;0.0;8
02062;2025;0.0;0.0;6
02063;2025;0.0;0.0;7
02064;2025;57.0;4.8846;4
02065;2025;0.0;0.0;4
02066;2025;0.0;0.0;14
02067;2025;0.0;0.0;5
02068;2025;0.0;0.0;10
02069;2025;0.0;0.0;12
02070;2025;0.0;0.0;7
02071;2025;0.0;0.0;3
02072;2025;0.0;0.0;9
02073;2025;0.0;0.0;5
02074;2025;0.0;0.0;4
02075;2025;0.0;0.0;10
02076;2025;0.0;0.0;10
02078;2025;0.0;0.0;6
02079;2025;0.0;0.0;9
02080;2025;0.0;0.0;6
02081;2025;0.0;0.0;7
02082;2025;0.0;0.0;7
02083;2025;0.0;0.0;5
02084;2025;0.0;0.0;6
02085;2025;0.0;0.0;6
02086;2025;8.0;1.3619;6
02087;2025;0.0;0.0;13
02088;2025;0.0;0.0;12
02089;2025;5.0;0.7375;6
02090;2025;0.0;0.0;7
02091;2025;0.0;0.0;10
02093;2025;14.0;2.4096;5
02094;2025;0.0;0.0;7
02095;2025;273.0;4.5307;11
02096;2025;0.0;0.0;12
02097;2025;0.0;0.0;7
02098;2025;0.0;0.0;8
02099;2025;0.0;0.0;9
02100;2025;0.0;0.0;6
02101;2025;0.0;0.0;8
02102;2025;0.0;0.0;6
02103;2025;10.0;1.9011;4
02104;2025;0.0;0.0;12
02105;2025;0.0;0.0;5
02106;2025;0.0;0.0;5
02107;2025;0.0;0.0;9
02108;2025;0.0;0.0;6
02109;2025;0.0;0.0;7
02110;2025;50.0;4.4484;5
02111;2025;0.0;0.0;7
02112;2025;0.0;0.0;7
02114;2025;24.0;3.3557;4
02115;2025;0.0;0.0;11
02116;2025;0.0;0.0;11
02117;2025;0.0;0.0;15
02118;2025;0.0;0.0;12
02119;2025;0.0;0.0;7
02120;2025;0.0;0.0;9
02121;2025;0.0;0.0;7
02122;2025;0.0;0.0;11
02123;2025;0.0;0.0;8
02124;2025;5.0;0.9571;8
02125;2025;0.0;0.0;9
02126;2025;0.0;0.0;5
02127;2025;0.0;0.0;11
02128;2025;24.0;4.2523;4
02129;2025;0.0;0.0;11
02130;2025;0.0;0.0;9
02131;2025;15.0;3.2756;4
02132;2025;0.0;0.0;10
02133;2025;0.0;0.0;4
02134;2025;0.0;0.0;5
02135;2025;21.0;3.4296;7
02136;2025;0.0;0.0;11
02137;2025;0.0;0.0;9
02138;2025;0.0;0.0;11
02139;2025;0.0;0.0;7
02140;2025;0.0;0.0;6
02141;2025;60.0;5.7307;6
02142;2025;0.0;0.0;9
02143;2025;0.0;0.0;8
02144;2025;0.0;0.0;10
02145;2025;0.0;0.0;8
02146;2025;0.0;0.0;13
02148;2025;0.0;0.0;10
02149;2025;0.0;0.0;13
02150;2025;0.0;0.0;12
02151;2025;0.0;0.0;12
02152;2025;0.0;0.0;11
02153;2025;0.0;0.0;3
02154;2025;0.0;0.0;7
02155;2025;0.0;0.0;10
02156;2025;0.0;0.0;10
02157;2025;44.0;10.0019;6
02158;2025;36.0;26.4706;5
02159;2025;0.0;0.0;7
02160;2025;0.0;0.0;7
02162;2025;0.0;0.0;7
02163;2025;67.0;5.1658;5
02164;2025;0.0;0.0;6
02165;2025;14.0;2.9762;3
02166;2025;0.0;0.0;7
02167;2025;0.0;0.0;4
02168;2025;1196.0;6.2533;13
02169;2025;0.0;0.0;12
02170;2025;0.0;0.0;9
02171;2025;0.0;0.0;10
02172;2025;0.0;0.0;9
02173;2025;693.0;4.7516;13
02174;2025;0.0;0.0;4
02175;2025;0.0;0.0;13
02176;2025;0.0;0.0;8
02177;2025;0.0;0.0;11
02178;2025;0.0;0.0;12
02179;2025;0.0;0.0;7
02180;2025;0.0;0.0;5
02181;2025;0.0;0.0;9
02182;2025;0.0;0.0;11
02183;2025;0.0;0.0;11
02184;2025;0.0;0.0;9
02185;2025;0.0;0.0;6
02186;2025;6.0;1.1574;4
02187;2025;0.0;0.0;3
02188;2025;0.0;0.0;7
02189;2025;0.0;0.0;6
02190;2025;0.0;0.0;3
02191;2025;0.0;0.0;7
02192;2025;0.0;0.0;5
02193;2025;0.0;0.0;11
02194;2025;0.0;0.0;9
02195;2025;0.0;0.0;2
02196;2025;0.0;0.0;5
02197;2025;0.0;0.0;4
02198;2025;0.0;0.0;10
02199;2025;0.0;0.0;3
02200;2025;0.0;0.0;9
02201;2025;0.0;0.0;6
02203;2025;5.0;0.7645;5
02204;2025;0.0;0.0;11
02205;2025;0.0;0.0;9
02206;2025;0.0;0.0;7
02207;2025;0.0;0.0;8
02208;2025;0.0;0.0;9
02209;2025;6.0;2.2936;4
02210;2025;0.0;0.0;5
02211;2025;0.0;0.0;6
02212;2025;0.0;0.0;3
02213;2025;0.0;0.0;9
02214;2025;0.0;0.0;13
02215;2025;0.0;0.0;2
02216;2025;0.0;0.0;5
02217;2025;11.0;3.7037;3
02218;2025;0.0;0.0;5
02219;2025;0.0;0.0;7
02220;2025;0.0;0.0;6
02221;2025;0.0;0.0;6
02222;2025;0.0;0.0;11
02223;2025;0.0;0.0;7
02224;2025;0.0;0.0;7
02225;2025;0.0;0.0;6
02226;2025;0.0;0.0;1
02227;2025;0.0;0.0;8
02228;2025;0.0;0.0;6
02229;2025;0.0;0.0;12
02230;2025;0.0;0.0;7
02231;2025;0.0;0.0;5
02232;2025;0.0;0.0;4
02233;2025;0.0;0.0;7
02234;2025;0.0;0.0;12
02235;2025;0.0;0.0;5
02236;2025;0.0;0.0;5
02237;2025;29.0;4.9253;4
02238;2025;48.0;4.6438;7
02239;2025;8.0;1.3722;5
02240;2025;0.0;0.0;10
02241;2025;0.0;0.0;9
02242;2025;0.0;0.0;7
02243;2025;89.0;5.0903;7
02244;2025;0.0;0.0;8
02245;2025;19.0;2.7409;4
02246;2025;0.0;0.0;8
02248;2025;0.0;0.0;9
02249;2025;0.0;0.0;13
02250;2025;0.0;0.0;13
02251;2025;0.0;0.0;14
02252;2025;0.0;0.0;11
02253;2025;0.0;0.0;6
02254;2025;0.0;0.0;10
02255;2025;0.0;0.0;9
02256;2025;0.0;0.0;9
02257;2025;0.0;0.0;5
02258;2025;0.0;0.0;6
02259;2025;0.0;0.0;6
02260;2025;0.0;0.0;7
02261;2025;0.0;0.0;6
02262;2025;0.0;0.0;9
02263;2025;0.0;0.0;8
02264;2025;0.0;0.0;6
02265;2025;0.0;0.0;12
02266;2025;0.0;0.0;12
02267;2025;0.0;0.0;9
02268;2025;0.0;0.0;7
02269;2025;0.0;0.0;11
02270;2025;0.0;0.0;8
02271;2025;0.0;0.0;11
02272;2025;0.0;0.0;9
02273;2025;0.0;0.0;10
02274;2025;0.0;0.0;7
02275;2025;0.0;0.0;8
02276;2025;0.0;0.0;8
02277;2025;0.0;0.0;10
02278;2025;0.0;0.0;13
02279;2025;0.0;0.0;4
02280;2025;0.0;0.0;6
02281;2025;0.0;0.0;7
02282;2025;0.0;0.0;3
02283;2025;0.0;0.0;10
02284;2025;0.0;0.0;10
02286;2025;0.0;0.0;7
02287;2025;9.0;2.0989;4
02288;2025;0.0;0.0;7
02289;2025;0.0;0.0;7
02290;2025;66.0;3.5037;7
02291;2025;0.0;0.0;7
02292;2025;27.0;4.9954;5
02293;2025;0.0;0.0;4
02294;2025;0.0;0.0;7
02295;2025;10.0;2.3838;5
02296;2025;0.0;0.0;4
02297;2025;0.0;0.0;10
02298;2025;9.0;2.0891;3
02299;2025;0.0;0.0;4
02302;2025;0.0;0.0;4
02303;2025;45.0;20.7182;3
02304;2025;189.0;6.3109;11
02305;2025;119.0;5.0086;9
02306;2025;0.0;0.0;4
02307;2025;36.0;2.96;6
02308;2025;0.0;0.0;3
02309;2025;5.0;1.7756;4
02310;2025;0.0;0.0;10
02312;2025;16.0;2.9012;5
02313;2025;0.0;0.0;8
02315;2025;0.0;0.0;4
02316;2025;0.0;0.0;8
02317;2025;0.0;0.0;10
02318;2025;7.0;0.861;6
02319;2025;0.0;0.0;6
02320;2025;0.0;0.0;7
02321;2025;0.0;0.0;2
02322;2025;0.0;0.0;6
02323;2025;0.0;0.0;10
02324;2025;0.0;0.0;8
02326;2025;0.0;0.0;6
02327;2025;0.0;0.0;8
02328;2025;0.0;0.0;3
02329;2025;0.0;0.0;6
02330;2025;0.0;0.0;8
02331;2025;0.0;0.0;9
02332;2025;8.0;7.3529;4
02333;2025;0.0;0.0;9
02334;2025;58.0;3.3449;6
02335;2025;0.0;0.0;10
02336;2025;0.0;0.0;4
02337;2025;0.0;0.0;7
02338;2025;0.0;0.0;5
02339;2025;0.0;0.0;3
02340;2025;237.0;4.1893;12
02341;2025;0.0;0.0;3
02342;2025;0.0;0.0;10
02343;2025;0.0;0.0;10
02345;2025;0.0;0.0;12
02346;2025;0.0;0.0;3
02347;2025;0.0;0.0;8
02349;2025;0.0;0.0;11
02350;2025;0.0;0.0;11
02351;2025;0.0;0.0;9
02352;2025;0.0;0.0;3
02353;2025;0.0;0.0;10
02354;2025;0.0;0.0;8
02355;2025;12.0;2.3739;5
02356;2025;0.0;0.0;6
02357;2025;0.0;0.0;9
02358;2025;0.0;0.0;8
02359;2025;7.0;1.0938;5
02360;2025;57.0;3.4026;6
02361;2025;207.0;5.1225;9
02362;2025;0.0;0.0;7
02363;2025;10.0;5.6022;5
02364;2025;0.0;0.0;11
02366;2025;0.0;0.0;6
02367;2025;0.0;0.0;11
02368;2025;0.0;0.0;6
02369;2025;0.0;0.0;7
02370;2025;0.0;0.0;6
02371;2025;59.0;9.4009;4
02372;2025;0.0;0.0;6
02373;2025;0.0;0.0;9
02374;2025;0.0;0.0;3
02375;2025;0.0;0.0;8
02376;2025;0.0;0.0;10
02377;2025;0.0;0.0;12
02378;2025;0.0;0.0;12
02379;2025;0.0;0.0;10
02380;2025;0.0;0.0;14
02381;2025;618.0;6.862;11
02382;2025;0.0;0.0;2
02383;2025;0.0;0.0;4
02384;2025;0.0;0.0;13
02385;2025;0.0;0.0;9
02386;2025;0.0;0.0;6
02387;2025;0.0;0.0;3
02388;2025;0.0;0.0;9
02389;2025;0.0;0.0;6
02390;2025;0.0;0.0;9
02391;2025;0.0;0.0;10
02392;2025;0.0;0.0;10
02393;2025;0.0;0.0;10
02395;2025;0.0;0.0;12
02396;2025;0.0;0.0;12
02397;2025;14.0;2.4284;5
02398;2025;0.0;0.0;6
02399;2025;0.0;0.0;3
02400;2025;0.0;0.0;7
02401;2025;0.0;0.0;8
02402;2025;0.0;0.0;14
02403;2025;0.0;0.0;9
02404;2025;0.0;0.0;7
02405;2025;0.0;0.0;7
02406;2025;0.0;0.0;10
02407;2025;0.0;0.0;13
02408;2025;1890.0;5.7669;14
02409;2025;0.0;0.0;8
02410;2025;0.0;0.0;8
02411;2025;0.0;0.0;7
02412;2025;0.0;0.0;14
02413;2025;0.0;0.0;6
02414;2025;0.0;0.0;8
02415;2025;0.0;0.0;8
02416;2025;0.0;0.0;7
02417;2025;0.0;0.0;10
02418;2025;0.0;0.0;8
02419;2025;0.0;0.0;7
02420;2025;0.0;0.0;4
02421;2025;0.0;0.0;10
02422;2025;0.0;0.0;4
02423;2025;0.0;0.0;3
02424;2025;0.0;0.0;10
02425;2025;0.0;0.0;10
02426;2025;0.0;0.0;7
02427;2025;0.0;0.0;9
02428;2025;0.0;0.0;11
02429;2025;0.0;0.0;12
02430;2025;16.0;2.5316;5
02431;2025;0.0;0.0;4
02432;2025;0.0;0.0;12
02433;2025;0.0;0.0;10
02435;2025;0.0;0.0;13
02438;2025;0.0;0.0;7
02439;2025;0.0;0.0;5
02440;2025;0.0;0.0;6
02441;2025;0.0;0.0;11
02442;2025;0.0;0.0;10
02443;2025;0.0;0.0;6
02444;2025;0.0;0.0;5
02445;2025;0.0;0.0;7
02446;2025;0.0;0.0;13
02447;2025;0.0;0.0;8
02448;2025;0.0;0.0;10
02449;2025;0.0;0.0;13
02450;2025;0.0;0.0;3
02451;2025;0.0;0.0;9
02452;2025;0.0;0.0;8
02453;2025;0.0;0.0;7
02454;2025;0.0;0.0;8
02455;2025;0.0;0.0;11
02456;2025;0.0;0.0;8
02457;2025;0.0;0.0;5
02458;2025;0.0;0.0;3
02459;2025;0.0;0.0;10
02460;2025;0.0;0.0;9
02461;2025;0.0;0.0;6
02462;2025;0.0;0.0;7
02463;2025;0.0;0.0;10
02464;2025;0.0;0.0;8
02465;2025;0.0;0.0;5
02466;2025;0.0;0.0;9
02467;2025;0.0;0.0;13
02468;2025;66.0;5.9219;5
02469;2025;0.0;0.0;5
02470;2025;0.0;0.0;5
02471;2025;0.0;0.0;10
02472;2025;0.0;0.0;7
02473;2025;0.0;0.0;9
02474;2025;0.0;0.0;5
02476;2025;0.0;0.0;4
02477;2025;0.0;0.0;3
02478;2025;0.0;0.0;9
02480;2025;0.0;0.0;10
02481;2025;0.0;0.0;5
02482;2025;0.0;0.0;12
02483;2025;0.0;0.0;5
02484;2025;0.0;0.0;6
02485;2025;0.0;0.0;11
02486;2025;0.0;0.0;11
02487;2025;0.0;0.0;6
02488;2025;0.0;0.0;7
02489;2025;0.0;0.0;6
02490;2025;0.0;0.0;5
02491;2025;0.0;0.0;7
02492;2025;0.0;0.0;5
