code_commune;revenu_median;taux_pauvrete;nb_menages;nb_personnes
51477;24340;;123;348
51478;22250;;160;432
51479;28390;;100;252
51480;25860;;48;122
51482;24460;;210;561
51483;23570;;208;556
51484;23480;;97;259
51485;23320;;121;339
51486;21900;;145;354
51487;23850;;127;340
51488;25980;;123;330
51490;23100;;79;207
51491;24830;;47;104
51492;20620;;674;1503
51496;23600;;104;276
51499;25840;;64;156
51500;18490;;48;116
51501;23120;;83;195
51502;23800;;45;101
51504;25610;;372;822
51505;22990;;189;478
51506;20140;15;2577;5562
51507;19710;18;1960;3833
51508;21660;;90;218
51509;26200;;116;289
51510;23550;;51;130
51511;23400;;58;133
51512;27510;;36;106
51513;21040;;205;472
51514;21940;;37;102
51515;22420;;126;327
51517;21340;;59;134
51518;29600;;245;626
51521;19750;;87;218
51522;17820;;142;357
51523;25750;;107;261
51524;23050;;133;299
51525;26350;;854;2119
51526;23970;;168;373
51527;23660;;111;267
51528;19070;;53;132
51529;23020;;150;437
51530;23740;;250;696
51531;19440;;828;1801
51532;31050;;230;588
51534;25420;;78;197
51535;20340;16;2351;4608
51536;26440;;757;1812
51537;21930;;74;170
51538;24550;;52;131
51542;22330;;64;158
51544;20160;;250;642
51545;21550;;207;500
51546;21460;;170;459
51547;23340;;61;145
51548;22570;;127;328
51549;25440;;51;116
51550;21400;;118;270
51551;26050;;90;185
51552;23580;;121;259
51553;21530;;93;273
51555;28520;;66;146
51556;25030;;111;292
51557;21190;;184;450
51558;24940;;62;150
51559;19090;15;1273;3085
51560;22330;;45;108
51562;28560;;912;2241
51563;21360;;40;104
51564;28380;;254;640
51566;23990;;123;305
51567;22250;;182;433
51568;27480;;124;292
51569;32210;;161;445
51571;26280;;382;994
51572;26270;;90;242
51573;23070;8;4638;10320
51574;24670;;61;149
51576;24270;;569;1362
51577;27770;;55;160
51579;20720;;71;175
51580;25370;;185;436
51581;26160;;89;242
51582;27150;;239;608
51583;22970;;89;215
51584;28710;;73;164
51585;22240;;355;835
51586;26340;;69;192
51587;23240;;88;228
51588;21770;;122;273
51589;20710;;71;172
51590;21460;;175;367
51591;24030;;84;195
51592;26690;;134;318
51595;23100;;65;161
51596;21120;;150;377
51597;24370;;145;342
51598;21120;;216;511
51599;26270;;123;330
51600;25000;;43;108
51601;22550;;78;186
51603;24160;;71;202
51604;25260;;105;248
51605;26340;;228;501
51607;22480;;92;213
51609;24740;;359;843
51610;22620;;171;398
51611;24350;;128;287
51612;24720;7;1405;3129
51613;28150;;399;916
51614;25920;;423;978
51616;26010;;97;243
51617;24690;;233;592
51618;22000;;73;185
51619;21300;;50;104
51620;22030;;86;166
51621;20580;;207;438
51622;28890;;180;406
51623;33000;;115;287
51624;25180;;246;652
51625;23260;;123;278
51626;24900;;53;130
51627;23990;;132;345
51628;25720;;52;122
51629;32710;;328;780
51630;22910;;129;326
51631;31700;;98;269
51632;22860;;104;239
51633;27690;;121;304
51634;27480;;109;283
51635;19480;;54;110
51636;27040;;252;579
51637;33050;;85;214
51638;22120;;82;211
51640;19660;;88;190
51641;27750;;96;201
51642;22610;;50;117
51643;25960;;246;571
51644;22460;;134;323
51645;23450;;51;113
51647;23110;;379;905
51648;22210;;142;391
51649;16870;28;5499;10780
51654;20920;;95;256
51655;24050;;126;290
51656;26330;;179;455
51657;31340;;95;246
51658;18930;;50;125
51660;24350;;999;2684
51662;23680;7;2007;4973
51663;21000;;834;1672
52001;22170;;125;319
52003;20650;;77;147
52006;19490;;148;333
52008;20470;;399;806
52009;20060;;54;112
52013;19510;;60;123
52014;22680;;80;197
52017;21960;;290;621
52021;23010;;107;269
52022;20210;;79;180
52023;21160;;79;159
52029;20020;;64;139
52031;22590;;170;388
52033;21850;;53;119
52034;22650;;53;133
52035;21470;;86;178
52037;22230;;153;359
52042;21860;;40;105
52044;20210;;237;551
52045;22980;;796;1768
52047;20100;;51;107
52050;20910;;605;1374
52056;20350;;81;200
52057;19340;;47;111
52058;21520;;882;1820
52059;19350;;56;128
52060;20330;;994;1814
52061;20840;;137;282
52062;23980;;80;168
52063;21330;;53;90
52064;20610;;351;721
52069;19610;;64;149
52070;21310;;64;146
52072;23110;;169;408
52074;19050;;275;595
52075;21940;;81;189
52076;20230;;180;420
52079;18790;;294;630
52082;20310;;66;151
52083;20000;;370;750
52087;24720;;78;194
52088;21070;;284;648
52090;19610;;46;103
52091;19470;;38;101
52092;19680;;53;127
52093;19870;14;1176;2378
52094;20070;;77;182
52095;20990;;100;188
52099;20100;;338;758
52102;23910;;189;436
52103;19720;;52;119
52104;24100;;457;1006
52105;21810;;135;295
52106;23310;;57;133
52107;21430;;89;210
52108;22450;;68;165
52110;19410;;73;159
52113;20380;;114;260
52114;19810;;661;1457
52115;21660;;47;104
52118;21260;;126;272
52119;21040;;152;335
52120;20740;;84;186
52121;20530;17;10519;19944
52122;17250;;46;110
52123;19380;;569;1289
52125;25020;;444;1032
52126;21640;;77;167
52128;20560;;51;139
52129;17120;;49;112
52130;18130;;75;174
52132;18870;;84;175
52134;21180;;102;212
52136;20670;;53;106
52140;21560;;302;692
52141;24150;;136;300
52145;20970;;51;116
52146;17850;;65;159
52151;20310;;72;158
52155;21520;;252;545
52156;19220;;176;412
52158;23500;;121;278
52162;20000;;81;194
52163;20980;;161;379
52164;21430;;90;206
52165;21440;;98;199
52167;22600;;98;258
52170;22370;;74;179
52171;19400;;103;233
52172;18670;;119;247
52175;18130;;149;349
52177;19110;;347;710
52178;19640;;154;371
52182;20490;13;862;2029
52187;19990;;67;138
52189;21320;;163;376
52190;20830;;139;325
52193;24410;;127;317
52194;20340;;867;1953
52196;23260;;51;107
52197;19730;;566;1180
52203;22060;;62;142
52205;23550;;303;670
52206;24270;;73;159
52207;19290;;47;100
52208;19340;;81;156
52211;19100;;696;1383
52212;19270;;130;290
52213;20360;;64;126
52220;19630;;66;133
52221;22830;;51;121
52227;21610;;98;205
52229;18880;;73;150
52230;20210;;131;298
52235;20260;;113;260
52237;18660;;119;273
52240;20300;;86;204
52242;21120;;419;937
52243;21250;;58;118
52244;21970;;298;788
52246;22360;;251;604
52247;23130;;91;202
52248;21570;;248;559
52249;23450;;63;143
52250;17640;27;1445;2848
52251;23710;;398;1001
52253;19630;;85;207
52257;17500;;54;113
52258;20490;;147;317
52260;20450;;51;130
52265;20240;;570;1282
52267;22300;;91;229
52269;19640;20;3775;7280
52271;20380;;90;208
52272;21010;;54;127
52273;20410;;56;127
52274;24400;;129;286
52276;23760;;98;237
52280;23620;;97;212
52282;21570;;134;329
52288;20310;;45;105
52289;19180;;137;281
52290;19000;;55;120
52292;22150;;307;630
52294;20250;;291;693
52297;24730;;118;291
52300;21770;;74;165
52302;17730;;73;185
52305;21310;;220;542
52306;18250;;192;426
52307;22450;;89;213
52308;19210;;163;372
52311;20670;;107;226
52313;21840;;66;141
52315;25830;;132;325
52318;17950;;118;232
52321;19120;;83;176
52322;20440;;57;136
52325;20600;;53;124
52327;22220;;198;456
52331;20000;14;986;2013
52332;21050;;830;1739
52335;20410;;46;106
52336;17950;;57;134
52341;19050;;52;118
52346;19540;;141;352
52347;21430;;99;213
52348;21240;;286;611
52349;24080;;135;307
52353;19850;14;1690;3488
52355;23420;;88;179
52356;20630;;44;112
52357;18590;;78;181
52359;17110;;66;153
52360;23050;;67;172
52362;21340;;65;139
52363;24290;;41;101
52364;27150;;49;113
52365;20860;;156;362
52370;19060;;130;252
52371;21620;;61;141
52374;21470;;126;288
52377;20360;;119;286
52380;23750;;155;369
52383;23970;;142;296
52384;21500;;49;106
52386;18760;;196;452
52388;20180;;75;158
52391;22040;;126;301
52392;19360;;47;115
52394;18710;;81;209
52396;20430;;68;152
52398;19630;;264;583
52399;20950;;57;122
52400;19120;;73;162
52401;20740;;162;356
52405;21020;;536;1151
52406;21200;;95;201
52407;18750;;130;295
52411;20660;;584;1341
52413;19610;;38;102
52414;18770;;327;740
52415;19560;;55;117
52419;17980;;59;133
52420;19120;;64;127
52421;23050;;148;319
52422;22100;;119;275
52423;19770;;268;609
52425;21580;;89;185
52426;22170;;53;115
52429;21840;;260;594
52431;21500;;70;157
52432;20690;;663;1467
52438;20480;;52;119
52440;19220;;166;375
52442;21680;;162;363
52444;20490;;136;299
52446;21290;;95;225
52447;22950;;87;198
52448;17840;24;10768;21647
52449;23130;;503;1162
52450;21620;;52;121
52452;22740;;43;108
52453;25340;;61;133
52455;21910;;119;236
52456;20070;;275;658
52457;22470;;71;185
52461;20420;;153;367
52465;19210;;57;142
52468;20030;;52;107
52469;24090;;199;476
52470;21300;;193;404
52472;23210;;54;139
52479;19970;;272;591
52480;22290;;145;331
52484;20630;;144;369
52488;23070;;116;266
52490;18800;;346;769
52491;19210;;45;105
52492;21750;;251;549
52494;25450;;98;228
52497;21200;;183;447
52500;22300;;287;637
52504;20750;;131;268
52510;20090;;161;374
52512;17060;;227;526
52514;24940;;132;326
52515;23920;;45;107
52517;23230;;46;112
52518;21590;;56;114
52520;20240;;79;152
52522;22780;;130;314
52524;18420;;119;229
52528;19110;;63;146
52529;22280;;475;1035
52534;21550;;656;1513
52535;22840;;289;692
52538;22410;;121;271
52541;22080;;74;198
52543;20310;;209;515
52544;18950;;155;271
52545;23220;;49;102
52547;21880;;95;209
52550;19410;18;1191;2489
53001;21920;;710;1886
53002;20540;;196;558
53003;20420;11;1134;2620
53005;21320;10;965;2315
53007;21930;;1114;2946
53008;21930;;793;1859
53009;21790;;247;663
53010;20520;;162;421
53011;21010;;317;862
53012;21830;;190;491
53013;20260;;241;576
53015;20900;;661;1863
53016;19320;;506;1081
53017;18870;;387;937
53018;19760;;494;1253
53019;21030;;49;118
53021;23650;;356;1040
53022;20000;;197;521
53023;21710;;188;563
53025;20660;;414;1102
53026;21750;;171;496
53027;21700;;78;193
53028;21560;;214;589
53029;19330;;492;1264
53030;21750;;121;330
53031;20620;;180;486
53033;21120;;47;123
53034;24050;5;2500;6370
53035;20750;;203;579
53036;19720;;398;997
53037;21610;;286;755
53038;22190;;70;150
53039;20900;;716;1669
53040;19970;;259;640
53041;20270;;106;254
53042;18880;;352;847
53043;20310;;213;563
53045;22150;;276;710
53046;19490;;116;320
53047;18970;;109;246
53048;20990;;497;1183
53049;21980;;234;702
53051;19800;;253;630
53052;21070;;122;291
53053;18870;;225;537
53054;25060;5;2553;6399
53055;20440;;253;590
53056;22190;;329;962
53057;18300;;211;489
53058;20830;;130;347
53059;20310;;136;393
53061;20590;;199;469
53062;21360;10;7559;16288
53063;20230;;181;483
53064;19760;;437;1005
53066;20870;;532;1358
53067;20300;;171;403
53068;19540;;62;147
53069;18570;;79;149
53071;20140;;204;486
53072;21170;;491;1310
53073;19450;;370;907
53074;21870;;322;874
53075;20560;;111;294
53076;20320;;112;288
53077;20990;8;1288;3151
53078;20870;;313;860
53079;18840;;154;348
53080;19200;;53;99
53082;20460;;245;668
53083;19870;;373;848
53084;20600;13;2037;4311
53085;23490;;85;209
53086;19230;;251;601
53087;20820;;88;226
53088;20210;;383;882
53089;21420;;207;496
53090;21990;;64;163
53091;17870;;207;452
53093;18040;;137;278
53094;22050;;874;2193
53096;20070;12;2531;5326
53097;20320;13;3842;8132
53098;19780;;164;418
53099;22550;;428;1128
53100;19660;;572;1162
53101;20360;;315;834
53102;18260;;67;155
53103;21250;;834;2185
53104;20400;;517;1379
53105;21140;;93;248
53106;18890;;225;514
53107;19310;14;1233;2386
53108;20500;;209;543
53109;20780;;240;612
53110;19180;;409;986
53111;21280;;198;487
53112;19790;;167;381
53113;20320;;251;591
53114;18860;;98;187
53115;20130;;126;311
53116;20460;;306;704
53117;21180;;187;497
53118;19550;;113;256
53119;23970;7;1840;4538
53120;20130;;211;460
53121;20130;;610;1284
53122;20410;;315;716
53123;19060;;576;1381
53124;20430;;507;1403
53125;19370;;485;1063
53126;19370;;450;1045
53127;21150;12;995;2113
53128;19170;;124;328
53129;21370;;137;371
53130;20590;18;22813;46048
53131;20180;;79;178
53132;18670;;118;263
53133;18130;;346;726
53134;20430;;60;170
53135;21480;;281;766
53136;21990;;455;1276
53137;21690;;1015;2692
53139;19430;;174;410
53140;22700;6;1781;4460
53141;22060;;400;1173
53142;20020;;152;294
53143;22640;;183;516
53144;20890;;314;794
53145;20130;;214;530
53146;22490;;720;1842
53147;21290;13;6074;12302
53148;19580;;79;227
53150;22110;;382;956
53151;19880;;384;1014
53152;20080;10;1293;2769
53153;21090;;258;674
53154;19660;;364;864
53155;21490;;552;1315
53156;22910;;98;248
53157;23170;;512;1405
53158;20820;;400;1020
53160;19440;;156;362
53161;20300;11;1384;3187
53162;22880;;448;963
53163;19430;;293;737
53164;19620;;175;363
53165;21210;;136;341
53168;21520;;497;1229
53169;21690;;162;412
53170;20930;;479;1116
53172;22420;;154;410
53173;17390;;76;185
53174;22350;;320;872
53175;23080;;520;1428
53176;18960;;207;507
53177;20820;;124;291
53178;21340;;82;235
53179;20140;;139;355
53180;20720;;249;663
53181;20090;;311;625
53182;20640;;788;1685
53184;21060;;55;161
53185;19270;16;1063;2269
53186;20320;;845;2146
53187;20610;;101;253
53188;19250;15;1162;2453
53189;21190;;49;106
53190;19680;;195;462
53191;19190;;106;254
53192;19620;;115;312
53193;20100;;220;575
53195;22890;;167;480
53196;19210;;170;363
53197;19380;;357;818
53198;19140;;108;239
53199;19300;;88;202
53200;23240;;443;1211
53201;22860;8;3283;7520
53202;18590;;150;319
53203;20370;;218;541
53204;20320;;167;392
53206;20850;;81;201
53208;19910;;189;449
53209;21020;;217;561
53210;20180;;597;1381
53211;19890;;638;1425
53212;22580;;170;455
53213;19190;;207;477
53214;22030;;70;176
53216;21450;;372;888
53218;20810;;339;807
53219;22300;;608;1423
53220;21030;;132;397
53221;20690;;157;377
53222;20440;;131;357
53223;19280;;166;347
53224;22320;;415;1210
53225;20300;;179;482
53226;20490;;315;852
53228;19310;;249;588
53229;22960;;617;1692
53230;19020;;115;267
53232;20330;;109;287
53233;19950;;142;350
53234;20570;;129;331
53235;19280;;97;213
53236;19660;;75;164
53237;18240;;186;444
53238;20970;;244;529
53239;18810;;195;408
53240;20750;;199;443
53242;19780;;97;255
53243;22080;;690;1817
53245;19730;;389;940
53246;21060;;846;1824
53247;21300;;929;2286
53248;20610;;57;125
53249;20950;;220;473
53250;19540;;164;380
53251;20950;;169;481
53253;19800;;178;439
53255;21020;;554;1214
53256;19650;;94;174
53257;21150;;117;287
53258;20120;;362;847
53259;19360;;137;339
53260;20620;;146;411
53261;18400;;63;134
53262;21460;;413;1076
53263;19350;;127;279
53264;19380;;79;194
53265;19190;;318;740
53266;20580;;95;221
53267;20400;;475;1107
53269;19830;;235;589
53270;17990;;46;121
53271;19980;16;1323;2635
53272;18980;;81;180
53273;22430;;412;1051
53274;19920;;104;228
53276;19220;;362;863
54001;23690;;137;318
54002;23960;;100;232
54004;23080;;70;168
54005;23350;;45;104
54006;26540;;167;436
54007;23080;;213;536
54008;22400;;182;463
54009;22170;;61;155
54010;21670;;215;523
54011;23450;;214;537
54012;23480;;140;339
54014;20830;;104;261
54015;19880;;93;234
54016;23130;;113;287
54018;22730;;119;282
54020;24340;;188;462
54021;24170;;88;218
54022;24010;;239;555
54023;20450;;111;254
54024;23390;;124;307
54025;24700;;622;1619
54026;22460;;68;163
54027;23490;;339;884
54028;18400;22;1204;2591
54029;23910;14;1005;2395
54031;23800;;112;266
54032;26090;;80;193
54033;20130;;45;131
54034;25330;;92;211
54035;18460;;181;389
54036;25990;;399;1139
54037;26820;;167;428
54038;21350;;347;772
54039;19800;18;1938;3902
54040;18520;;663;1436
54041;23030;;60;148
54042;21520;;142;328
54043;23650;;504;1257
54044;18380;;73;199
54045;22240;;189;452
54046;21300;;161;408
54047;21540;;104;259
54048;25260;;137;329
54049;22570;;214;517
54051;24490;;527;1300
54052;23180;;52;132
54053;20940;;59;154
54054;22620;;624;1426
54055;22200;;130;320
54056;25020;;63;129
54059;23070;;297;774
54060;23250;;599;1436
54061;21460;;225;590
54062;23680;;262;633
54063;22360;;72;163
54064;18830;;140;305
54065;20880;;485;1067
54066;25100;;126;343
54067;23530;;296;720
54068;19950;;44;102
54069;31810;;176;443
54070;26170;;66;180
54071;22320;;75;171
54072;24280;;107;265
54073;23390;;367;920
54075;22590;;68;112
54076;21080;10;1692;3981
54077;17870;;425;915
54079;19280;18;1851;4510
54080;21460;;420;1034
54081;22790;;179;399
54082;22450;;74;177
54083;21940;;77;177
54084;20310;;370;862
54086;21320;;156;380
54087;22030;;57;145
54088;22390;;89;224
54089;25690;;553;1360
54090;24670;5;1738;3922
54091;24260;;153;408
54093;23690;;67;166
54094;23350;;78;187
54096;28380;;150;400
54097;18050;;53;117
54098;22910;;67;172
54099;21860;14;3677;8119
54100;23860;;296;741
54101;19900;;48;113
54102;24590;;253;658
54103;22240;;90;219
54104;23980;;99;260
54105;22280;;238;561
54108;24750;;60;144
54109;24520;;352;924
54110;25420;;220;568
54111;22890;7;1276;2859
54112;21380;;268;710
54113;25260;;585;1487
54114;24240;;137;330
54115;21200;15;3133;6680
54116;22930;;863;2170
54117;25070;;46;120
54118;22000;;232;578
54120;21890;;137;334
54121;23570;;84;198
54122;24690;;295;730
54123;23560;;717;1732
54125;21440;;193;477
54126;24150;;86;214
54127;27670;;245;609
54128;21670;;282;714
54129;18140;;685;1430
54130;20020;;73;178
54131;24550;;180;499
54133;19840;;50;133
54134;22580;;101;241
54135;21220;;541;1371
54136;21430;11;1107;2440
54137;24360;;218;516
54138;29370;8;1113;2680
54139;25060;;130;363
54141;27350;;62;154
54142;23070;;58;154
54143;21820;;156;372
54144;23680;;147;365
54145;22700;;377;956
54146;22310;;116;291
54147;21230;;44;104
54148;21790;;270;654
54149;24170;;631;1467
54150;22210;8;1313;3035
54151;26280;;399;977
54152;21720;9;1341;3223
54154;21170;;229;503
54155;24060;;153;417
54156;21700;;197;486
54157;20820;12;2042;4630
54158;21480;;53;136
54159;21250;12;4138;9611
54160;21960;;145;404
54161;19520;;127;307
54162;22760;;462;1144
54163;19460;;101;257
54165;36370;;246;574
54167;23300;;788;1950
54168;28960;;132;293
54171;23370;;452;1128
54172;24160;;105;273
54173;20870;;60;186
54174;22340;9;1581;3944
54175;21510;;139;364
54176;21490;;478;1087
54177;21570;;99;247
54178;26080;;73;185
54179;25360;;124;298
54181;23940;;288;671
54182;21660;;147;359
54184;21910;14;4168;8379
54186;27340;;437;1137
54187;19710;;46;107
54188;25300;;456;1211
54189;21840;;236;601
54191;22450;;49;117
54192;24090;;132;334
54194;25390;;189;474
54195;22940;;68;185
54196;24370;;664;1548
54197;26990;;975;2242
54198;22020;;110;296
54199;22780;;157;392
54200;22940;;58;155
54201;20800;;136;325
54202;27200;;142;377
54203;23670;;66;172
54205;19850;15;1127;2584
54206;21230;;142;365
54208;23700;;129;297
54210;21090;;90;235
54211;20360;;89;200
54212;26860;;159;422
54213;22040;;147;363
54214;24800;;284;716
54215;20880;15;2898;6463
54216;20520;;47;117
54217;20530;;71;173
54221;25020;;96;245
54222;21050;;523;1270
54223;23020;;82;195
54224;25960;;54;120
54225;23130;;75;189
54226;17790;;60;165
54227;20490;;553;1308
54229;21050;;160;359
54231;21880;;68;196
54232;25780;;1120;2748
54234;24140;15;1097;2608
54235;22390;;159;403
54236;23130;;137;340
54238;23160;;125;280
54239;22070;;49;131
54242;23000;;96;266
54243;20070;;87;227
54244;22480;;46;106
54247;22280;;71;186
54249;22280;;112;250
54250;23580;;302;747
54251;20370;;56;130
54252;21650;;173;402
54253;22170;;329;792
54254;22350;18;1323;3162
54256;22900;;128;309
54257;26030;6;2464;5545
54258;19770;;65;149
54259;22450;;91;217
54260;22630;;357;928
54261;18680;27;1787;3742
54262;23060;;75;199
54263;18720;21;2679;5871
54264;24250;;118;323
54265;27460;;907;2145
54266;22500;;172;432
54268;21240;;67;158
54269;25260;;130;333
54270;25600;14;1415;3090
54271;23010;;54;115
54272;24280;;166;455
54273;20230;15;3823;8026
54274;18460;27;4464;8922
54275;23050;;94;202
54276;21650;;299;761
54277;22100;;156;376
54279;22750;;395;974
54280;17740;25;3025;6247
54281;23650;;371;919
54282;21720;;59;153
54283;24280;;116;299
54284;19320;;434;990
54286;21800;;650;1493
54287;21740;;108;265
54288;23520;;195;487
54289;26680;;157;376
54290;23480;;80;207
54291;23070;;112;302
54292;22910;;70;183
54294;23450;;56;135
54295;21920;;369;865
54296;24530;;174;441
54297;20070;;133;315
54298;21600;;63;161
54299;21670;;88;225
54300;21750;14;2724;6595
54301;26890;;50;127
54302;24650;;302;743
54303;21180;;162;358
54304;22230;20;6326;12612
54305;28430;;956;2296
54306;20630;;141;347
54307;22760;;60;162
54308;21070;;63;143
54309;23760;;150;403
54311;24830;;236;615
54312;26290;;203;507
54313;22800;;84;220
54314;26360;10;1576;3528
54315;22900;;370;932
54316;25750;;104;298
54317;21870;;46;124
54318;22860;9;2360;5760
54320;23370;;127;326
54321;20310;;930;1994
54322;20020;22;2390;4927
54323;17760;29;6586;13593
54326;23370;;89;222
54327;23080;;259;644
54328;26030;5;2609;6011
54329;18590;22;8620;17510
54330;29700;;171;449
54331;19510;;132;277
54332;23970;;671;1492
54333;21240;;104;258
54334;22650;;212;531
54335;23580;;178;410
54336;25370;;390;935
54337;29280;;55;125
54338;24490;;400;1039
54339;22130;14;3603;7793
54340;22940;;130;346
54343;20150;;79;189
54344;23070;;97;218
54345;24980;;138;348
54346;22670;;93;245
54348;23340;;90;233
54349;21070;;70;160
54350;22280;;303;731
54351;22490;;700;1636
54352;25280;;351;860
54353;22550;;359;867
54357;17160;31;3538;8086
54358;23120;;109;283
54359;21270;;99;244
54360;24290;;134;350
54362;21060;;557;1189
54363;22560;;104;250
54364;27360;;540;1328
54365;20930;;138;316
54366;23630;;820;1996
54367;25200;12;898;2147
54368;17370;;77;186
54369;25290;;249;609
54370;21280;;90;241
54371;23380;;431;1056
54372;23500;;191;498
54373;21490;;235;599
54374;24070;;181;468
54375;24150;;456;1086
54376;24690;;158;414
54377;20470;;59;150
54378;24360;;200;463
54380;23240;;164;445
54382;16820;33;3073;7576
54383;22780;;443;1102
54385;24940;;397;1047
54387;23310;;56;146
54389;20720;;37;102
54390;27610;;48;102
54391;20080;;709;1566
54392;23720;;130;333
54393;19420;;218;511
54394;24150;;88;223
54395;21300;21;46269;82682
54396;19470;;80;192
54397;21410;12;2907;6469
54399;20550;;104;251
54400;23300;;478;1137
54401;20800;;40;107
54402;22920;;165;419
54403;25120;;510;1202
54404;21110;;89;245
54405;21870;;178;523
54406;19160;;113;286
54408;21540;;92;222
54409;24970;;76;184
54410;22700;;179;445
54411;26710;;93;230
54413;21060;;57;147
54414;22920;;260;660
54415;22270;8;1737;4017
54416;21610;;76;175
54417;24280;;93;245
54418;22170;;76;154
54421;20080;;140;295
54423;19000;;166;350
54425;17570;29;1021;2323
54426;23430;;225;488
54428;19890;;365;779
54429;25320;;117;297
54430;19920;16;1998;4335
54431;20520;17;6052;13535
54432;21230;;866;1815
54433;24990;;84;238
54434;23050;;118;274
54435;24790;;142;366
54436;25600;;50;135
54437;23950;;493;1190
54439;23790;7;2164;5106
54440;24240;;45;113
54441;23020;;90;239
54444;24830;;90;225
54445;21120;;40;100
54449;23450;;422;1094
54450;18930;;57;136
54451;22830;15;1532;3578
54453;22070;;77;166
54455;19760;;59;161
54456;24200;;221;589
54459;26510;;1017;2357
54460;23730;;59;147
54462;22860;9;1122;2628
54463;23890;;92;247
54465;22190;;323;763
54466;22620;;132;333
54467;18940;;64;181
54468;26010;;46;112
54469;24920;;163;420
54472;20150;;379;843
54473;22820;;101;239
54474;23550;;78;191
54475;23370;;63;157
54476;20530;;164;420
54477;22840;;66;168
54478;24840;;58;142
54482;21440;14;4915;9686
54483;22000;11;3195;6921
54484;20190;;74;193
54485;22910;;123;286
54486;24860;;150;359
54489;20940;;61;148
54490;24320;;574;1462
54491;22540;;133;322
54492;20850;;54;132
54493;22220;16;1008;2170
54494;21790;;42;112
54495;24250;9;1778;4169
54496;19780;;147;376
54498;23770;7;2135;5013
54499;23400;;41;107
54500;20800;;82;189
54501;21700;;40;106
54502;20410;;102;250
54504;24780;;252;616
54505;24480;;284;711
54507;25730;;48;109
54508;25740;;89;238
54509;23570;;423;1021
54510;23350;;118;320
54511;21100;;46;116
54512;18740;;47;107
54513;21500;;284;619
54514;25370;;234;565
54515;24790;;102;233
54517;23010;;84;223
54518;20810;;412;946
54519;20850;;250;608
54520;22550;;154;397
54521;23000;;722;1550
54522;22090;;55;122
54523;23320;;78;180
54525;30790;;240;581
54526;20490;16;3713;8982
54527;25140;;290;700
54528;18740;22;6892;14694
54532;21160;;75;169
54533;21370;18;994;2553
54534;21460;;199;535
54535;26470;;82;202
54536;20310;20;1141;2369
54537;29350;;267;711
54538;20140;;143;358
54539;21850;;104;235
54540;15890;;260;572
54541;22790;;66;175
54542;22600;;1011;2261
54543;21200;;60;142
54544;23830;;64;146
54545;21590;;79;200
54546;22440;;414;974
54547;18000;29;11733;24638
54548;19550;;222;523
54549;21480;13;1652;3576
54550;22510;;133;328
54553;22920;;68;148
54556;23240;;39;101
54557;29010;;841;2235
54558;23330;;116;278
54559;25970;;128;319
54562;21830;;54;142
54563;21460;;594;1294
54564;23260;;61;150
54565;25480;;97;242
54566;22030;;45;102
54567;21000;;159;368
54568;20300;;97;234
54569;24130;;68;186
54570;23290;;121;316
54571;27160;;249;603
54572;26070;;252;663
54573;22710;;79;170
54574;33600;;221;541
54575;29930;;645;1488
54576;23240;;41;111
54577;22480;;51;147
54578;25590;10;6571;13407
54579;23390;;153;346
54580;20750;23;3862;8165
54581;24740;;123;292
54582;23380;;76;172
54583;27320;;168;434
54584;25550;;431;1054
54585;22700;;214;504
54586;22870;;307;753
54587;23460;;85;207
54588;23540;;161;413
54589;27850;;48;122
54590;23350;;258;644
54591;23440;;138;348
54592;24890;;101;248
54593;23170;;175;445
54594;21770;;60;149
54595;23160;;213;566
54596;23520;;378;955
54597;21990;;189;467
54598;19970;;113;259
54599;19950;;46;119
54600;20730;;49;117
54601;20460;;48;100
54602;22880;;52;130
55001;22060;;124;306
55007;22520;;99;249
55008;20350;;62;147
55009;21480;;228;552
55010;21780;10;1179;2656
55011;21570;;107;256
55012;20670;;165;395
55013;23740;;175;428
55014;22760;;173;382
55015;22900;;194;480
55017;21350;;60;122
55022;23200;;57;130
55023;22140;;52;118
55024;20120;;70;164
55025;19520;;107;262
55026;20200;;58;134
55027;22370;;64;151
55028;16290;;51;108
55029;20550;19;6852;12877
55031;23770;;170;388
55035;23480;;65;154
55037;20870;;61;132
55040;19470;;122;257
55041;24190;;294;629
55042;23780;;209;494
55043;21450;11;1403;3012
55045;22880;;238;567
55046;21620;;52;132
55047;20030;;72;166
55049;20180;;184;382
55051;19810;;50;113
55053;19630;;133;320
55058;22170;;138;326
55059;17300;;86;183
55060;22150;;156;394
55061;19920;;93;223
55063;18220;24;1046;2280
55065;22270;;59;118
55066;22520;;52;131
55068;21660;;47;103
55069;22650;;102;229
55070;22480;;42;114
55071;17170;;69;165
55072;22320;;43;114
55073;24300;;289;693
55075;18970;;68;165
55076;18580;;74;186
55077;20770;;105;251
55078;19470;;137;279
55079;22910;;268;700
55083;21500;;57;147
55085;21870;;114;283
55088;21900;;63;154
55093;22810;;136;266
55094;20600;;214;522
55095;18690;;52;116
55096;20650;;54;111
55097;20170;;142;324
55099;22120;;46;104
55101;23640;;145;311
55102;23510;;226;555
55105;23310;;82;183
55106;20570;;65;175
55108;21050;;56;125
55109;23490;;96;212
55110;21720;;92;225
55111;22010;;195;437
55113;20270;;65;158
55114;22360;;88;201
55117;20580;;557;1165
55119;20200;;88;188
55120;24350;;357;800
55121;21130;;50;121
55122;18400;24;2465;4922
55123;21580;;301;713
